tweet_bersih,label_sentimen,label prediksi
hai teman teman sekolah offline tugas banget tawar jasa joki tugas tawar pilih joki ringan tugas temanteman banget sila kunjung website,-1,negatif
semangat sekolah offline adik christyjkt,1,positif
iya semenjak covid turun hilang anak sekolah masuk offline jalan macet,-1,negatif
satusatunya sekolah jenjang smasmk pakai skema offline,1,positif
sekolah offline semangat sekolah toy christyjkt,1,positif
asli beli offline tagih banget ngoleksi kesal jaman sekolah nemunya,0,netral
gays cari tiket im day vip harga sesuai web rupiah tiket jual kabar ajar sekolah ku suruh masuk offline cari tiket direct message terima kasih,-1,netral
dear kak min twit mohon informasi beli tas sekolah anakanak offline,0,netral
jual telepon genggam laptop sekolah offline,1,positif
sistem cbt pakai wifi lokal sekolah wifi buka web kecuali web uji kayak offline,0,netral
sekolah ajar pmp mbok ngapunten asuh keluarga offline mata ajar sekolah mbok,0,netral
masuk sekolah uji semester offline,-1,negatif
ajar sekolah cari anak ajar pas sekolah offline pas uji usir,-1,negatif
ingin kemarin sekolah offline jam,1,positif
dijuaaaaal sepatu ventela kalau black cocok rekomendasi kuliah offline sekolah offline shopeee ygy,0,netral
sekolah laku ajar tatap muka ptm murid ajar jarak hybrid cips survei orang tua murid kait bijak didik pandemi,1,positif
saya masuk sekolah offline ajar kayak saya pintar erti materi kayak anjing saya pintar,1,positif
gelar serentak disdik gowa pantau uji sekolah tatap muka,1,positif
christyjkt cieee sekolah offline semangat sekolah offline christy,1,positif
nyaman banget onljne sekolah offline april kayak ampun kuat tsay daring,-1,negatif
sekolah offline capek senang jalaninnya makan cilok kuah tonton anime favorit kak ayo coba cilok kuah rumah wkwk dunia tt,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1,positif
alhamdulillah anak semangat sekolah new normal pagi tawar daring offline pilih offline semangat turun kasih pilih henti sekolah pindah sekolah sekolah,1,positif
uji kayak uasuts offline sontek kayak jaman sekolah salty,0,netral
campur neng contoh ketemu crush sekolah jiakh tegang contoh ulang offline sedih contoh pas ulang sadar materi masuk alias anjing banget saya bodoh banget loh stres contoh pikir mana habis,0,netral
buibuk grup kelas pas umum ajar sekolah full offline,1,netral
ikut jam sekolah offline kak,0,netral
dipikirpikir agenda ajar sekolah ajar les private teliti dosen tim akreditasi nasional internasional program kreativitas mahasiswa dana agenda program kerja offline himpun kuliah cium baubau offline,0,netral
offline sekolah pakai kertas bawa handphone kesal,-1,negatif
ajar tatap muka ptm jalan ayah bunda sehat fisik mental sekolah yuk diskusi sehat anak ptm citra amelinda sp a instagram live besok catat,1,negatif
i did it habis sekolah daring benar mudah sekolah dasar peringkat rendah gara gara sekolah offline ancam kelas,-1,netral
sekolah offline libur besok libur weg,-1,negatif
jujur semenjak saya sekolah tatap muka saya senang sekolah direct message jarang banget jam kosong mata ajar jurus neranginnya saya paham,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
gapaoa sekolah offline rajin,1,positif
sekolah tatap muka pas anak seru teman guru eh kelas salut banget guru tk hebat cipta bonding murid banyak daring,1,positif
ri pas surat pemberitahuan tahun menteri bijak buka kelas atur pemkabpemkot terap mll disdik sekolah coba bicara sekolah pertengahanakhir ofline prokes moga offline senang,1,positif
enak offline materi lumayan erti capek banget pulang sekolah,1,positif
christyjkt pagi semangat todayy semangat sekolah offline,1,positif
christyjkt semangat sekolah offline,1,positif
anak sekolah saya rasa hikmah ajar tatap muka kang jajan the perks of rumah samping sekolah wkwk,1,positif
sekolah saya ulang offline,0,netral
eh kemarin pas sekolah offline pas pulang langsung kapar tidur libur kerja tonton doang deh,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan solusi bangsa,1,positif
circle sekolah offline full day tidur siang minum kopi habis isya tidur bangun produktif sekolah dasar,1,positif
kasihan sekolah offline ngabisin media sosial yajadinya parah nyontoh baik,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
offlineeeee xx selasa sekolah offline,0,netral
pagi rek barangkali teman sekolah cari bimbel siap ajar banget jadi brain academy offline opsi informasi harga matursuwunn,0,netral
salah satu offline sekolahkursus,1,positif
tidur besok sekolah offline by the way maaf twitan ku galau brutal hujat kakak,-1,negatif
efek sekolah kuliah daring orientasi studi kenal kampus kena orientasi studi kenal kampus ajar sopan santun etika tatap muka,1,positif
sekolahkuliahkerja offline butuh banget flashdisk flashdisk sandisk gb new ke harga pasar ke kamu langsung co syopi jb,0,netral
christyjkt sekolah offline semangat nona,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1,positif
oemji notice iya kemarin overwhelmed rl jarang buka telepon genggam sekolah ajar uji wkwwkkw uji offline takut,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
alam sekolah offline kemarin belang hilang semenjak sekolah daring make skinker ksk skinker doangpdhl pas offline pakai sunscreem reapply saran istirahat wakth isoma pakai ulang nder rajin masker,0,netral
kali sekolah offline kelas penuh,1,positif
sekolah semangat kiki wkwk cororong minggu full kuliah offline,1,positif
sumpah sistem sekolah adik saya aneh banget sekolah offline jam jam ajar jam malam kasih tugas uji semester kayak minggu uji semester ajar surat pemberitahuan tahun,-1,negatif
libur sekolah offline raya cc,1,positif
sekolah offline malas,-1,negatif
pat day offline pakai tablet sekolah doa,1,positif
kontol banget sumpah psbb sekolah offline mei saya menang kejer kamar mandi bekep mulut saya saking mau sekolah enak bicara doang kena mental fuck orang mental mental jajah kayak mmk,-1,negatif
tugas offline hardpaper presentasi kayak pas sekolah,0,netral
sekolah saya pat offline kasih orang tab uji wifi kelas coba uji rumah,0,netral
oh my god baca sekolah offlinesampe pat joblo,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
pas sekolah offline minum kopi pas daring jarang minum kopi gampang sakit minum kopi minum kopi perut panas,0,netral
organisasi siswa intrasekolah santai banget divisi ku by the way divisi akademik giat angkat ku hanya sekolah daring offline langsung lengser,0,netral
jual sekolah abang jarang sekolah pandemic semenjak sekolah offline jual muncul,1,positif
tabe cari kakak offline anak sekolah sender lulus tolong rekomennya les makassar lancar,0,negatif
sekolah ngotak banget ganti bijak pat offline pergi essay tambah,-1,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli layan,1,positif
sesal ajar hidup harga sarah terima kasih hidup baik mama jual sarah sekolah offline paham materi bahagia mama juang hidup,1,positif
bocah uji semester offline alias uji sekolahbaik emak anak tekan biasa daring,-1,negatif
christyjkt senin jumat sekolah offline tinggal pat daring by the way good luck,1,positif
lupa kerja keras ajar sekolah cetak prestasi and prove your worth kayak full offline seru deh moga rubung orang moga kamu hasil tuju hidup kamu tuju kamu juang,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
yoyakarta asa kota ajar banget sekolah offline mwacetttt,1,positif
study twit sepi sekolah offline asa serame pas pandemi,0,netral
kuliah sekolah sem offline lihat send video tiktok context,0,negatif
jakarta ppkm level sekolah tatap muka,1,positif
kayak please nyaman sekolah offline ekonomi baik acara tunda gelar orangorang produktif ganggu corona,1,positif
seringgg pas sekolah offline bleaching warna masuk semir hitam now watching sekolah warnain golden brown bleaching,1,positif
pagi adik sulit christyjkt bangun sekolah offline siang semangat inijangan lupa makanminum air bening vitamin syukur doa lancar bahagia monday have a nice day,1,positif
sekolah kuliah kerja daring offline tatap muka moga normal,1,positif
offline kuliah sekolah kerja please pakai masker jaga sehat hepatitis akut,-1,negatif
allah sekolah offline tidur,-1,negatif
saya sekolah offline pandemi jarang banget mandi pagi mandi magrib pagi sikat gigi cuci muka,0,netral
siang lambat army aktivitas real life kayak kuliah masamasanya uji semester sekolah kerja masuk new normal aktivitas serba offline beda kayak pas dynamite orang butter stay rumah sambi,1,positif
did have more fun me and i was like dgsjdjsj oltlt i answered i had lots of fun just like and she hugged me dhshsj aaaaaaaaaaa bocah cilik benar guru tk sekolah dasar malas sekolah wkwk besok offline pas mama if only saya bolos oltlt,-1,negatif
orang sekolah offline aplikasi ajar turun guna,1,netral
sekolah offline anak bahagia les aji les ajar cari informasi pindah domisili step by step alhamdulillah mental anak bahagia suami bahagia,1,positif
mut semenjak adik magang sekolah offline jarang banget tonton netflix,0,netral
kelas kakak perempuan sekolah murid merdeka kelas daring offline bebas kelas tugas,0,netral
besok sekolah offline wml,1,positif
aaaa sekolah offline,-1,negatif
menteri sehat konfirmasi hepatitis akut misterius anakanak iring laku ajar tatap muka sekolah orang tua waspada,-1,negatif
tuhan anak sekolah uji offline,1,positif
christyjkt pagi christy bangun semangat sekolah offline giat lupa sarap have a nice day gbu,1,positif
cilor suka stm cvd pas cvd mamang pindah mana sekolah offline,0,netral
saya sekolah offline kayak biasa daring adaptasi orang suasana kayak gelisah banget senang banget offline saya saya biasa,1,positif
kemarin pas us offline sekolah mati lowbat saya kaget asa pakai,0,netral
sekolah daring full offline,0,netral
puan syukur indonesia pasuk fase endemi covidrr kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
alhamdulillah sekolah bestie sekolah dasar kenal kakel organisasi luardalam sekolah kembang daring class sesi offline classdan circle super baiktapi part gaenaknya,0,netral
wkwk rewel banget lulur gara gara badan keling semenjak sekolah offline,-1,negatif
hlo pm bludak kirab iya jathilan iya ono sekolah tatap muka iya uwes wisata iya ramai pokok sing ramai ini uwes geri bal balane ayo ayo,1,positif
ketemu orang seru refreshing sekolah offline draining pas sekolah daring jenuh ketemu orang,1,positif
sekolah uji offline sekolah ku uji daring,0,netral
gubernur jawa timur sekolah temu tatap muka ptm tonton tanding olahraga persen vaksin penuh,1,positif
besok saya ulang sekolah anjjr offline aduh,-1,negatif
ih saya sekolah offline gelang allobank saya copot minggu,0,netral
sekolah daring offline,0,netral
buset ribet kayak sekolah offline,0,netral
sekolah tengah juru cari informasi freelance keponakan kasihan sekolah tatap muka kasih uang jajan orang tua,-1,negatif
christyjkt waahhh asikk sekolah offline normal gudluckk kristii,1,positif
kamu tinggal minggu kuliah offline tinggal minggu kuliah offline jumat koo teman jumat gaya sekolah pakai training kampus ganti baju dekat sekali,0,netral
transisi sekolah daring sekolah offline,0,netral
murid giat ajar ajar tahun pas tatap muka tahap hadir seragam komunikasi arah guru wali murid siswa kondisi sekolah bantu,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
fightingg by the way pulang jam sekolah offline,0,netral
anakanak ajar tatap muka sekolah tenang ringan beban anak orang tua jalan ajar jarak ajar jarak jauh puan solusi bangsa,1,positif
asheljkt sekolah offline habis uji,1,positif
terima sekolah pkknya offline pakai handphone sekolah saya pakai kertas moga,-1,negatif
kabarnyaa pas offline anak jemput guru buku pulang antar gadiginiin anak sekolah gila salut banget jarang guru jaman benerbener perhati masyaallah,1,positif
nyatet weh kelas kayak rajin nyatet semenjak pandemi jarang banget pas kelas catat pas sekolah offline,-1,negatif
anakanak adik sekolah offline tolong diberitau lupa pakai masker,1,positif
halo sekolah kuliah offline daring,0,netral
allah sekolah offline,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1,positif
usaha nder album rl army beda masuk sekolah offline semangat streaming,0,positif
jaman offline joki tugas ramai bingung banget anggur agustus kuliah pasu lulus alias sekolah,0,netral
sapa sekolahkerja offline anya yuri tugas selamat dunia satu dunia kakak tonton spyxfamily ott sayang bstationcpsushirollnetflixiqiyividioviuwetvdisney famili,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
offline sekolah by the way,0,netral
adik anak kerabat sekolah rencana les daring offline kabar teman teman tawar tarik,0,netral
banget kuliahsekolah daring kemarin kali kuliah offline badan caaapeeekkkkk banget sobat,-1,negatif
tatap muka sekolah kawan kawan,1,positif
saya heran sekolah offline asa banget gilir sekolah daring cepat kayak kemarin,0,netral
kaum lgbt langgar susila salat sembahyang gereja makan sekolah iya pornoaksi pornografi jaja onlineoffline,0,netral
nikennn pas daring zoom ngabisin gb tambah tugas tugas wajar contoh kayak tonton yt gb offline pakai wifi sekolah,1,positif
sekolah dunia pat ajar daring uji offline,0,netral
maksud streamnya tanggal indonesia barat sekolahkuliahkerja offline tonton nderr,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
kangen sekolah uang jajan tabung uang jajan kuliah makan laundry offline wkwk,1,positif
pagi adik sulit christyjkt sekolah offline kah daring semangat lupa makan minum air bening vitamin syukur doa lancar apa kerja have a nice day,0,netral
ajar selagi offline sekolah daring saya erti apaapa,1,positif
mpls offline gampang gerbang sekolah lebih baik pagi sksd tebal muka malu lumayan relasi beda kelas pas baris mpls ajak kenal kanankiridepanbelakang,1,positif
ooooo zoom kah sekolah offline,0,netral
barang glama pas offline sekolah daring teman saya allah banget saya saya gasudi kenal teman kirim teman super saya ngenang,1,positif
lelah sekolah tatap muka,-1,positif
b daring ketemu sekolah kelas pas offline lulus sepupu pas b rumah samping,0,netral
sekolah offline daring,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan pm,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
anak sekolah offline jalan chaos,-1,negatif
sekolah offline kangen daring class,-1,negatif
rasa sekolah offline alias daring virtual by the way pacar virtual kabar stuck on progress kisah henti kasih dara yuk request kirim salam,1,positif
sekolah ukknya offline pas sekolah ptmt wkwk kocak,0,netral
sekolah offline rasa kali capek pandemi,-1,negatif
sekolah ransel beli inimah offline,0,netral
saya sekolah offline saya hitam banget gila,-1,negatif
please ayo saya sekolah rasa pensi offline sekolah sumpah babuin deh,1,positif
besok sekolah keinanti siang gaoffline daring sekolah,0,netral
mutual saya jabodetabek ajak meet up malu ketemu orang saya mutual doang ketemu offline wkwk teman sekolah meet offline bareng,0,netral
harap sekolah tatap muka eh masuk sakit sedihsedihsedih,1,positif
hai teman teman sekolah offline tugas banget tawar jasa joki tugas tawar pilih joki ringan tugas temanteman banget sila kunjung website,-1,negatif
isya menang melulu allah besok sekolah offline takut mata sembab plss,-1,negatif
saya rumah luang barusan jemput bungsu sekolah minggu jadwal tatap muka jalan pulang bungsu cerita teman pacar ampdia ungkap cowok surat pemberitahuan tahun pilih pacarsuami fokus sekolah,1,positif
wih sekolah minggu sekolah offline,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan pm,1,positif
christyjkt pagi christoy semangat sekolah offline,1,positif
piatu bapak penjara covid sekolah gara gara handphone batas biaya gilir masuk sekolah offline usir guru nada enak rundung tementemennya coba orang susah didik,0,negatif
sekolah offline tahun pas kelas pas kelas huffft,0,netral
pikir pikir januari senang sekolah offline februari menang gara gara pilih jurus snm maret menang salah jurus neng terima snm april menang banget urus berkas bolak sekolah,1,negatif
nder sok superior saya lebih baik fokus sekolah cari duit titip jual kantin dikerjain offline banyak freelance butuh kartu tanda duduk kena tipu freelance bebas nder semangat nder,0,netral
rekomendadi backpack sekolahkuliah tatap muka kerja berangkat kantor tunjang aktivitas baru simak rekomendasi backpack letsgo,0,netral
daerah istimewa yogyakarta diy menghimbau ajar jalan ajar tatap muka ptm sekolah pakai masker,1,positif
jujur sistem wa notifikasi last seen daring offline etik tekan mati kerja sekolah takut enak mati line semuanha serba wa,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
full offline sore berani minggu uji sekolah pakai handphone,1,positif
saya jawa tepat yoyakarta mudik pulang kampung pas matahari panas lampung matahari lampung benar belang banget saya pakai jilbab sekolah offline sekolah muka saya kena matahari,1,positif
murid kali orang belabelain belikan pakai duit bulan anak kostan alhamdulillah sekolah offline tidak perlu daring allah syukur banget banget banget,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli layan,1,positif
lihat mootsku sekolah offline kangen masamasa sekolah,1,positif
christyjkt pagi semangat sekolah offline sekarangg,1,positif
maaf ngehype kayak jujur hectic banget sekolah offline pulang sore tugas mana ulang ceria seko jujur uras tenaga banget pulang sekolah capek banget,-1,negatif
halo moots hra rest sekolah offline ehhehehhehe buyer direct message balas okayay,0,netral
beban tugas ulang offline pulang sekolah capek,-1,negatif
sekolah kota madiun buka ppdb offline,0,netral
banget prenly suka curhat crush rl peka suka ramein lini suka galau sibuk tugas suka sekolah offline jamet terlalubestie pirtual saya kangen banget oi direct message an ayo rusuh direct message saya,-1,negatif
malam moots izin rest sekolah offline sibuk kangen love,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
maaf jarang baru sekolah offline fullday capek malemnya nugas pas sekolah au baru ucap terima kasih sabar tunggu baru,-1,negatif
pusing banget pikir pat offline sekolah kadang free class kadang materi masuk otak,-1,negatif
kesan saya b saya puas rasa sekolah offline,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan pm,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli layan,1,positif
offline sekolah,0,positif
hai bangunn sekolahaku minggu uji naik kelas wehada giat hari mangats giat mangats besok uji susul uji tatap muka weh semangat christyjkt,1,positif
sebentar sender sekolah tatap muka ihiyy tataptatapan kyaaa,1,positif
bayang kuliah sekolah offline pas absen bunyi absen teman teman ilham ragil kurniawan konto lodon bocah cilik mati,1,positif
parah negeri landa pandemi covid surat pertanggungjawaban dana bos sekolah lengkap ajar normal tatap muka sekolah libur bingung kerja inspektorat auditor,0,negatif
besok sekolah offline daring,0,netral
sekolah offline,1,positif
christyjkt semangat nona seru sekolah offline,1,positif
saran daring pakai mipy offline go kali offline guru ajar langsung bingung langsung jadwal offline capek tenaga alias butuh tenaga esxtra pulang sekolah les,0,netral
pas kelas posisi suka orang peduli pas kelas ajar jarak jauh peduli pas masuk semester sekolah offline suka suka attitude bahasa krama buagusss banget sopan cont,1,positif
daring guru offline offline sekolah,1,positif
pikir pikir kenal korea pop level puncak level halu down turun level sibuk sekolah offline level lewat,-1,negatif
teman teman kejar paket faktor kejar paket tinggal pindah kejar paket sekolah pindah kejar paket ajar onlineoffline kayak sekolah tia,0,netral
iri banget graduation offlineeee sekolah seru banget gradu daring zoom sekolah offline,1,positif
sekolah mangkat kuliah makul offline kerja work from office semester seng accord judul skripsi skripsine jek ono seng revisi sempro pernahe rodo nelongso,1,positif
mashiho yedam proposal organisasi siswa intrasekolah accord dekat sekali banget sekolah saya pat offline ptm minggu kucing saya kayak reog saya duit,-1,netral
ih blok offline malas sekolah,-1,negatif
sekolah offline pagi teman bang duduk kalem naro kunci motor tas langsung pergi jajan anak kelas jual suruh kesana,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
bring my niece to last week giat cant believe budak nak habis sekolah menang oke kaklong nak kawin lewls lepas offline concert ibu confirm bising tertawa,0,netral
crush jaman tatap muka banget anak agama anak ilmu tahu alam dinding halang bestieee berangkat sekolah lewat kelas pagi lihat berangkat sekolah kayak allah surga duniaaaa wkwk,1,positif
sekolahsekolah universitasuniversitas boleh ajar tatap muka laksana ajar tatap muka,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan pm,1,positif
outfit of the day sekolah offline jaket varsity sekolah kece habis,1,netral
anak saya sekolah islam bahagia pas ajar jarak jauh tertawa guru pas ajar jarak jauh pakai headset pakai speaker pas sekolah offline senang dia hafal alquran alhamdulillah bahagia salah pilih sekolah kali situ mah,1,positif
hai teman maaf jarang aktif akun sekolah ku offline sulit banget baru baca,-1,negatif
kangen sekolah offline,1,positif
overprotektif anak rumah kumpul lebih baik keluarga bentuk fasisme keluarga anak saudara diizinin orang tua sekolah offline bawa pergi kumpul keluarga,0,netral
not my school paksa offline kena covid lucu banget anjing saya kena gara saya paksa mana sekolah,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
pas janji mal mal pas habis saya potong rambut kirim f potong rambut eh tau pas sekolah offline f banget f masuk grup chat saya balas,0,netral
konser fiersa sekolah offline bangun ekskul bareng menang lomba bring my back,1,positif
cikarang kabupaten bekas kak sekolah offline sekolah ku doang huhu,1,positif
sekolah jajan sekolah offline enak,0,positif
sekolah offline haruto tukar saya banget,1,positif
adik sekolah offline handphone ku pakai streaming,1,positif
valley pipis xiao saya jaman sekolah daring offline saya goblet anemo substats cdmg crate atk susah,0,netral
kerja sekolah kuliah offline please pakai masker teman jaga sehat hindar sakit hepatitis akut stay aman everyone,-1,negatif
hayyy selamat siang sekolah tatap muka,0,netral
jumat kakak sekolah offline pulskol cerita guru mr x banget kemarin salah parent wa saya cerita mr x pas mr x keliling kelas temu murid buku materi penuh coret pas mr x baca suruh murid baca tulis,-1,negatif
capek sekolah pulang nenek keluh melulu cepat lancong rumah minimal diklatnya offline kayak,-1,negatif
saying good bye offline school minggu beda jalan ramai anakanak berangkat pulang sekolah mari cosplay intel alias ajar strategi jaga aman anak sekolah,0,netral
jujur irie pas sekolah situ pisah offline pamer adkel ku keren banget mentemen,0,netral
bayang sekolah sekolah iseng main mal sekolah tonton pas offline sekolah pulang tidur,-1,negatif
jujur pas sekolah teman saya ingat kelas kelas offline saya nugas berangkat,0,netral
saya banget efek tatap muka deh sekolah degdegan sekul,-1,negatif
saya alamin saya sesal alam sekolah seru saya offline pandemi seru inti,1,positif
pas corona tidur jelek gara gara sekolah daring sekolah offline bangun pagi tidur jam jam sedih banget hancur,0,netral
asli sbt sepi banget sekolah offline,0,netral
semangat sekolah offline,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
kawan kelas rasa vibes sekolah full offline,1,positif
ptm tatap muka struggle sekolah daring susah kayak ajar jelas guru paham daring offline enak interaksi langsung guru bebas bolakbalik,1,positif
oiyaaa sekolah offlinedaring,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka sekolah tenang puan solusi bangsa,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
pas sekolah dasar olimpiade ilmu tahu alam lomba tari sekolah aktif pramuka musabaqah tilawatil quran camat pas mayoret pinru pramuka lomba nyanyi tari tilawah futsal cewek sekolah habis offline covid langgan guru buku bolos mata ajar,0,netral
tahu daftar mandiri onlineoffline kasih akun ppdb sekolah daftar,0,netral
manusia erti sekolah lamar pas offline kayak banayk banget memori lovyou oll tunggu undang mas nabi,1,positif
pas bolak kamar mandi perut saya sakit banget saya paksa ulangantrus pas blenger banget beda banget guru pas sekolah offline pencet langsung kabur kamar mandi pas lihat hasil tryt saya,0,netral
saya senang banget sibuk sekolah offline kerkom jajan main,1,positif
ih kangen banget kayak sibuk aktif sekolah offline,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
bginiandibolehkan sekolah tatap muka gelut kayak ginipengecut gelut lawan daya injak teman banyakklo sndrian lawan kayak,-1,negatif
min bantu jual tiket im day vip harga sesuai web rupiah tiket jual kabar ajar sekolah ku suruh masuk offline cari tiket direct message terima kasih,0,netral
bu puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang,1,positif
christyjkt pagi semangat sekolah offline,1,positif
senin masuk selasa masuk sakit rabu libur kamis sekolah daring jumat masuk offline senin jumat uji naik kelas,0,netral
sekolah tertawa hihi besok pat offline,0,netral
terima kasih sekolah tengah juru teman teman kelaskalian partner ajar baik sekolahwalaupun sekolah offline tahun overall senang banget sihsemoga ketemu baik loff all,1,netral
gueee sekolah offline tugas sekolah full,-1,negatif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan pm,1,positif
kuota saya sisa gin jam sayang buang banget saya rumah pakai wifi data seluler dinyalain butuh kuota pas sekolah offline,1,positif
disdik jamin ppdb offline wilayah remote area sulawesi selatan jalan profesional dinas didik disdik provinsi sulawesi selatan benar sekolah sulawesi selatan,0,netral
bagus pulang kira malam semangats ajar detoyy christyjkt weh sekolah offline tugas video doa moga besok ledak otak soalny besok mata ajar matematika b ing b ing,0,netral
rumah anggap buruk mental biasa buru buru kekantorkepabriksekolah lambat budaya rumah maklum fisik offline uang tambah uang tambah,1,netral
ciiiee sekolah offline christyjkt semangat today,1,positif
latih daring teman sekolah tatap muka kerja rumah tugas apalan pianika teman vidcall nugas bareng,1,netral
anakanak sekolah kuliah bodoh offline tatap muka sosialisasi praktikum bohong sales vaksin kejar insentif vaksin,1,positif
iya sepi banget sekolah offline,-1,negatif
a kencang konsumen atk sekolah kantor mbak butuh pulpen buku tulis fotokopi wfo uji offline,1,positif
handphone saya sakit allah besok saya pat offline sekolah pakai handphone,-1,negatif
by the way beli tas ajar sekolah offline rekomendasi indah,1,positif
anak sekolah tatap muka tarik beda anak anak aliyah sekolah tarik coba,1,positif
lebih by the way sekolah kecuali murid masuk tatap muka disekolahsoalnya daerah heran sekolah ecek kondisi anak ajar,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
kartu uji harus cetak kartu uji bawa sekolah uji tatap muka skip cetak kartu uji bawa uji,0,netral
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang kader partai demokrasi indonesia juang puan,1,positif
ppkm level disdikpora diy izin sekolah durasi jam ajar tatap muka,1,positif
sekolah offline nder kemarin sekolah offline,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli tani,1,positif
puan syukur indonesia pasuk fase endemi covid kondisi anakanak ajar tatap muka ptm sekolah tenang puan peduli orang cilik,1,positif
sekolah kantor offline xl fiber tani,0,netral
uji semester offline enak daring malas sekolah etdah,-1,negatif
