tweet,label_prediksi
ih kok blok 1 offline si... males sekolah',negatif
"Pagi dek angel @A_ChristyJKT48  bngun blm nih, Pasti blm..
Hari ini sekolah offline kan? Jangan sampai kesiangan ya,, semangat hari ini,jangan lupa makan,minum air bening sama vitamin nya ya,, selalu bersyukur dan berdoa juga, Lancar"" semuanya, happy monday n have a nice day 💙 https://t.co/V2AB7QlId2",positif
"Ya Allah nnti sekolah offline, ak blm tidur",netral
"Good night @A_ChristyJKT48 
Rest well.. besok senin, hari ini maksudnya
Harus bangun pagi udah sekolah offline kan?, upacara wkwk
Met bobo ya..🥱 https://t.co/hEGIvy976Z",positif
"Memandangkan sekolah kat msia sekarang banyak yang guna barcode disetiap kelas kan ,,, mesti pc holder akan banyak dipasaran😂 i tengok tt,  students letak code tu dalam holder tu😭 harap ada la jual bebanyak kat offline store",positif
"@tanyakanrl 1. kamu mulai kuliah / sekolah kapan?
2. sem depan udh offline ?
3. udh lihat “….” belum ?
4. *send video tiktok with context",positif
"@A_ChristyJKT48 aku malah senin sampe jumat terakhir sekolah offline, soalnya nanti tinggal PAT tp daring, btw good luck!❤️‍🔥",netral
"@nctzenbase daritadi isya nangis mulu yaAllah mana besok sekolah offline, takut mata sembab plss https://t.co/reoar1kwpI",negatif
"aku mau tidur dl, soalnya besok sekolah offline😩 btw maaf ya karena twitan ku tdi yg bikin kalian galaunya tambah brutal &amp; menjadi2. jgn hujat saya ka😁😁🙏🏻",netral
@chenjiinana offline nihh. lu sekolah ga btw?,netral
"Kek setelah sekian abad ga nonton konser offline, terakhir nonton artefac itu juga online di 2020. Kesampean juga ngegigs offline sampe suara ga abis dan kaki gw gemeter wkwkwkwkwkwk. Partnernya nsy juga lagi dari jaman sekolah. Goksss sih wkwkwkwk",positif
@Yuuta___O HAHA SEKOLAH GW OFFLINE TAPI UJIANNYA ONLINE 👺👺,positif
@A_ChristyJKT48 Anya aja juga sekolah offline kok 😁😁😁 #AdikImpian,positif
"@tiaqrya pengen tidur cepet klo niatnya wkwk, soalnya besok sekolah offline😩",positif
"💚 Guis, disini ada yg pernah kejar paket?? itu kan faktor kejar paket tuh ada yg krn ""tempat tinggal pindah2"", kalo kejar paket berarti sekolahnya pindah2 kan.. trs kejar paket tuh belajarnya online/offline juga kaya di sekolah gitu?
TIA! https://t.co/p5PqvyCMiW",positif
"kayanya minggu ini bakal jadi minggu terakhir masa2 pandemi, karena minggu depan semuanya udah hampir normal, udah kuliah offline, udah kerja kaya biasa, anak2 yg sekolah udah masuk semua tanpa hp tanpa online lagi, ga kerasa ya, masanya udah mau berakhir, masa yg udah banyak",positif
@jeonkoosparkle syukurlah.. hehehe ❤ iyaa ini lgi minggu PAT cmn bsok sudah beres jadi aman hehe.. habis itu cmn kegiatan sekolah online/offline 😔👊🏻,netral
"@hanflawerr betul,  SMA seru sebenarnya, banyak kegiatan, untung pas aku kelas 12 ngerasain sekolah offline dari awal semester sampe akhir wisuda,  ada acara pensi juga,  yang mana itu seru banget kalau ada enggak covid huhu",positif
besok sekolah offline atau online??,netral
semenjak sekolah offline dan mulai aktif jd jrg main tw 😢,negatif
Sejujurnya sistem wa itu baik ada notif last seen dan online offline atau sedang mengetik. Tapi buat aku itu justru jadi tekanan:( walau emg bbrp bsa matiin tp ya kalau buat kerja atau sekolah kan takut gaenak jg yak kalau mati:( mo balik line aja tp semuanha serba wa skrg.,negatif
@chawvezz Sekolah offline 😕 yg libur emg besok libur apa weg,positif
gila kalo ky gini gue makin gamau sekolah offline,positif
"@childepuncak Sekolah ya? Semangat kiki wkwkwk udah gak ada cororong, aku aja dah dari seminggu yang lalu udah mulai full kuliah offline",positif
"@A_ChristyJKT48 Cieee udah sekolah offline, semangatt sekolah offline nya christy",positif
"kenapa ya, aku klo sekolah offline males mulu.. tpi klo skolah online justru ambis",negatif
@dynorawz HEHEHEHE SAMAA justru krn sekolah udah offline gada online samsek jadi susah buat buka stan twt 😢😢😢 KANGEN JUGA HUFR GMN GEBRAKAN KAK ICHANNYA AKHIR AKHIR INI????,netral
"kamu kalo makan siomay team yang pake campuran kaya kubis, kentang, paria atau team siomay nya aja ni?
masih kegiatan kah? habis kegiatan entar langsung istirahat ya jangan begadang biar besok sekolah offline nya kaga telat wkwkwk @A_ChristyJKT48 #ChriStory",positif
"@itspiraazz @fauzanalrasyid Banyak beban tugas, ulangan offline, pulang sekolah capek",negatif
"@A_ChristyJKT48 pasti bakal seru dek, semangat sekolah offline nya dedek😻",positif
"@A_ChristyJKT48 open joki sekolah offline, dm aja 😌",netral
@A_ChristyJKT48 Semangat sekolah offline nya angel,positif
@A_ChristyJKT48 waahhh.. asikk dongg.. sekolah Offline lagii.. udah normal lagii yaa.. 😁😁GudLuckk Kristii..,positif
"@A_ChristyJKT48 Wedeh semangat njel, seru banget tau sekolah offline",positif
"@A_ChristyJKT48 Enak dong, mending sekolah offline, ketimbang sekolah online",netral
@A_ChristyJKT48 Sama woey toyy males bangett sekolah offline 😔 tapi kamu harus tetep semangattt,negatif
"@A_ChristyJKT48 selamat enjel, semangat! enak tau sekolah offline",positif
"@A_ChristyJKT48 Semangat nona
Seru tau sekolah offline 😁",positif
besok aku ud harus sekolah offline 😱 wml,positif
"Pengen beli laptop tapi laptop yg sekarang masih bisa dipake cuman agak lama aja :”
Make laptop sekarang juga jarang, paling akhir semester aja. Sekolah juga udah mulai offline.",positif
@convomf besok gw ulangan sekolah anjjr mana offline lagi adohh,negatif
siapa yang sekolah/kuliah nya udah offline? Cung☝,positif
"@schfess Tpi ttp ke sekolah ya, caranya online pakek aplikasi tpi tetep offline, harus hadir",netral
"dulu ngebayangin klo sma di sekolah yg sekarang balik sekolah sekali2 iseng main ke mall yg deket sekolah sekalian nonton

tapi skrng pas udh offline balik sekolah rasanya cuma mau pulang &amp; tidur 💀",negatif
"@Askrlfess halo kakk kebetulan sekolah aku bakal ngadain pensi offline tanggal 24 juni yang gs nya tulus dan masih ada yang lain nihh kak, kalau berminat atau mau tanya tanya bisa dm aku yaa kak 😁 https://t.co/FYPCrqPdgc",netral
"gue seneng banget sih sebenernya bisa sibuk sama sekolah offline, kerkom, jajan main",positif
"💭 masuk sekolah ga tau apa apa, tbtb uas nya offline 😭😭😭😭😭",positif
"Karna lama ga sekolah, aku baru inget gapunya ransel😭 harus bli inimah ntar kalo dah mulai offline gimana",positif
bayangin lo sekolah 2 tahun online tb tb PATnya offline alias ntar ngang ngong ngang ngong😊,netral
"😭😭
Lapo pas kebagian aku sekolah wis tatap muka 100%

Meski pernah ngerasakne kuliah offline. Tapi rasa pd ku wis menurun ra koyok mbiyen dan saiki maleh akeh introvert e😭😭 https://t.co/sTIwUfJh8j",netral
"@sbtcon karena udh pada keluar lagi? mksdnya kuliah, kerja, sekolah udh offline mungkin ga sempat ngurus lagi karna sibuk",netral
"Jujur hutang puasa ku 1 hari lagi anjir, besok sekolah offline kagok gak sih kalo di nanti nanti gas aja lah besok walaupun menguji iman liat jajanan sekolah😭",positif
💙 cung yg PAT nya offline di sekolah😥☝🏻☝🏻,positif
"pliss ayolah masa gua sekolah 3 tahun kagak pernah ngerasain pensi offline sekolah sendiri, sumpah di babuin gpp deh 😔😔",positif
"@convomfs gue dulu kalo mau mulai sekolah offline selalu kyk gini, udah terbiasa online terus blm beradaptasi sama tempat baru, org baru sama suasana baru jadi kyk gelisah bgt, tapi skrg udah enggak, malah seneng bgt kalo offline, gue gatau caranya gmn tapi gue ngerasa itu karna terbiasa",positif
Percayalah aku seneng anak sekolah udh offline. Tp aku sebel kalian bikin macet dekkkkk mana pada kaga pake helm trs nunggu2an sm temen2nya yaampunnn aku rasanya pgn marah tp dlu aku jg gt 😭 akuni plg kerja dah capek dek huhuhu tolong lah,positif
"@convomfs aku juga gini semenjak sekolah offline sampe sekarang, tp maaf ya aku gabisa kasi saran soalnya aku jg gatau cara ngatasinnya",negatif
ih klo skrg gue masih sekolah &amp; offline pasti tu gelang allobank ga gue copot sampe seminggu kedepan,positif
"@mrshananto Kemarin pas teh Wina di Bandung aku bilang suamiku “aku belum semangat kerja deh, orang-orang masih liburan, ada yang di Bandung, Jogja, Singapur”.

Lalu menyadari LAH NGGAK LIBURAN KARENA ANAK UDAH SEKOLAH OFFLINE KAN 🤣 Piraku teu sakola demi liburannnn 🤣",positif
"pagii -rek barangkali ada temen2 yg masih sekolah disini dan cari2 tempat bimbel untuk persiapan Tahun Ajaran Baru nanti.

boleh bgt jadiin Brain Academy Offline sebagai opsi. bisa tanya2 @senflouer_ untuk info harga, dll nya yaa👍🏻 matursuwunn https://t.co/tEHZtizD2r",positif
"Tapi itu cuma pas semester 1 pas semester 2 dan seterusnya aku nge stuck di ranking 17 terus 😭, aku cuma baru offline di sekolah itu beberapa bulan itupun masuknya gak full setiap hari (karena dibatasi 50%) sekarang dah mau lulus, dah wisuda juga tpi belum pengumuman kelulusan😅",positif
"@boahancuk Kalo dipikir pikir, aku awal kenal kpop uda level 2, terus puncaknya level 3 karna halu berlebihan yang akhirnya down, turun lagi level 2, dan kesibukan sekolah offline uda dateng akhirnya level 1
wah uda sejauh ini q melewatinya",negatif
"kuota gue masih sisa segini sampe jam 23.59, sayang kebuangnya banyak banget.. sebenernya gue di rumah pake wifi jd data seluler gk selalu dinyalain, tapi ttp butuh kuota buat pas sekolah offline https://t.co/rFpEmzJij6",positif
@jjeonghanieyo Tapi enakan offline sih materi lumayan bisa dimengerti meski capek banget pulang sekolah,negatif
"anjink ""murid2 yg membutuhkan perhatian khusus akan sekolah offline"" bye",positif
"📑 — 220521’s recap

like I said about 4 days ago(?) Kalo gue bakal bikin konten study progress, and here it is! Jadi hari ini gue sekolah offline dan sorenya langsung pergi ke sb buat ngerjain setengah homework gue yang udah mau numpukk.

Anw Happy satnight and rest well y’ll &lt;3 https://t.co/VahjqByAP7",positif
"ketika panic attack kambuh pas udh mulai lagi sekolah offline, pasti ngelampiasinnya ke buku. it's okay yg penting ga ngerepotin orangg https://t.co/YRZnQZkJw5",positif
"@ohmybeautybank Asli dah, aku beli ini offline nagih bgt sampe pengen ngoleksi, kesel knp ga dri jaman sekolah nemunya🙂",positif
semenjak sekolah full day offline jadi ga sempet nge fangirl :(,positif
"@panekuks soalnya gue tau dia cuma berani di sosmed doang, pas sekolah offline dia liat gue aja lngsng lari 😭",positif
yak mpls+acara sekolah offline,netral
"gara"" sekolah offline jadi jarang bgt buka twt 🥹",negatif
"@subschfess nnt tes nya dipilihin tempatnya nder, ada yg di kampus ada yg di sekolah tes nya offline",positif
"@achxyy @rjyz10 cikarang kab bekasi kak, sekolah lain udah pada offline, sekolah ku doang yg belum huhu",positif
"hueheueheueh study acc tp tiap hari kerjanya sekolah, tidur, nonton yt, tidur lagi. gaada tuh ceritanya belajar, paling kalo besokannya ulangan offline💀💀",positif
"@yangdurjana wooowwww, syukur kalau udah ada perubahan, aamiin semoga nanti bisa bobo di bawah jam dua belas yaa. aku pas masih sekolah offline juga gitu, tidur diatas jam dua belas mulu, tapi syukur sekarang udah engga lagi. paling kalau jam segitu tuh kebangun",positif
oiyaaa disini ada gasi yg sekolah nya masih offline/daring???,netral
Kangen sekolah offline sebelum thn 2019 :(,positif
"Kasihan murid gw, yang lain udah dibolehin ortunya sekolah offline tapi dia harus stay dulu dirumah dan ikut kelas online :((",positif
"@marklsyn @masalalujaemin @peuebb @judpiter PLSHHH INI WOII, GUE BARU SEHARI DENGERIN GLITCH MODE TRS BESOK NYA SEKOLAH OFFLINE EH TEMEN GUE NGERUSAK PENDENGARAN GUE JADI KAYA GITUUU",positif
"PAT day 1🫶🏻
offline, pake tablet sekolah, doain yaa😭",positif
ini yg pd PAT offline kh? pke kertas? atw daring di sekolah?,netral
@jeangiue gue kalo sekolah offline selama pandemi ini JARANG BGT mandi pagi mandinya magrib gitu pagi cuma sikat gigi sama cuci muka,negatif
sekolah gue baik bgt lu sekolah full offline tapi PAT full online dari rumah 😃😄,positif
"ANJING KOK SEKOLAH LAIN PADA WISUDA OFFLINE, ADA YG JALAN JALAN KE BALI JUGA",negatif
"gud morning‼️
semangatt yaa kalian yang hari ini lagi PAT atau mau daftar PPDB atau yang sekolah offline/online, wish you luck and have a great monday🙆‍♀️",positif
"ya setelah dua mingguan offline mah gue udah bisa ngebiasain diri lah ya, udah sering interact sama anak-anak sekolah. gue gak tau nih kalo si N lagi deket sama anak kelas kita, nah gue ngobrol sama si cowok yang lagi deket sama dia karena kita satu ruangan PAT",positif
"@harishalf Ada, sekarang sekolah udah offline",netral
I want to dye my hair to full blonde so bad 😔. tapi masih sekolah mana offline lagi😤,positif
"@schfess Sistem cbt itu pake wifi lokal sekolah, nah wifi nya itu ga bisa buka web lain kecuali web ujian

Kayak dibuat offline :"")",positif
@beamingpup Sekolah udah offline lagi,netral
"@nadnive Akuuuuu, harus skincarean dulu😭😭. Waktu PJJ biar kerasa sekolah offline",positif
@hrutoaw tp sekolah nya si dah offline cuma ujian doang,positif
sekolah lain dah ujian offline cm skolah ku yg ujian online,positif
@beowmgyu Dulu aku gini waktu sekolah offline karena emang panas banget tp skrng ya kalo mau aja wkwk,negatif
Bisa ga si sekolah offline pas gua lulus aja???,positif
"@chemiolle YAKAANN, UDAH LAMA GA UJIAN OFFLINE DI SEKOLAH JADI DEG DEGAN BANGET 😭",positif
"maaf ya aku kinda ia dan belum post saldo lagi, aku lagi ada ujian sekolah offline😭 mana setahun gangerti apa apa🥹🥲",positif
"@chemiolle HUHU MAKASII, SEMANGAT JUGAA YOBIEN! takut banget besok ujian kenaikannya offline di sekolah.. 2 TAHUN UJIANNYA ONLINE SOALNYA 😔😔",positif
ini sekolah udah offline 100% tapi masih aja ada info yang diumumin secara online,netral
"@shawtyhyzfr @masbiandisini @andreayudias @YogiManaLagi11 @tvindonesiawkwk Tapi kalo misal emang 1 tahun gak ikut pembelajaran, kenapa dari pihak sekolah gk datang buat nyari tau kenapa anak ini gak ikut pembelajaran bukan pas udah sekolah offline atau pas ujian malah diusir",positif
"baguslah klo udh pulang, kirain bakal smpe malem lg.. semangats belajarnya detoyy @A_ChristyJKT48 🤗💙
weh udh sekolah offline masih ada tugas video jg? 😭
aku lg berdoa smg bsk ga meledak otaknya soalny bsk mapel mtk sm b ingg
sedangkan aku gabisa b ingg😭
#ChriStory",positif
@kathleenalea pengennya sih gitu 😭😭 kemaren sekolah offline aja cuma 4 jam 🥲🥲,positif
Setting tempatnya di Toba dan aku sekolah di sana jadi ada beberapa lokasi yang rasanya gak asing dan rasanya nostalgia sewaktu masih sekolah di sana (walaupun cuman beberapa semester offline 😔),positif
"kalo sekarang misalnya mau sekolah, kuliah, kerja, masih online atau udah offline. udah bisa tatap muka lagi ya, ya semoga udah pada normal",netral
"ini sekolah ga ngotak bgt ganti kebijakan pat offline soal jadi 20 pg 10 essay, mana waktunya gaada penambahan samsek",positif
"ini seminggu sebelum sekolah mulai offline 2 minggu karena covid. taunya bablas sampe lulus 😭 kangen sc, mau ke yogya lagi😻😻😻 https://t.co/J8a5PZLXqn https://t.co/G9qohwfNka",positif
"hi moots, maaf bgt jarang updateee, udh mulai sekolah offline soalnyaaa, jadi jarang buka twitter 😔",negatif
"@bianlovesnana nyaman banget gasi onljne gitu :(
Aku yang udah sekolah offline dari april kayak ya ampun gakuat tsay. Mau balik online lagi 😭😭",negatif
@1414yaa iyaaa skrg sepi bgtt karna udah pda sekolah offline gasii☹️,positif
"@ohmybeautybank klo online store kurang tau nder, tp offline store ada yg jual kaya di toko perlengkapan pramuka gitu.. soalnya aku pas jaman sekolah sering beli sepatu gitu buat lomba paskib",positif
"@glrhn Diminta hasil antigen per 2 minggu aja susah dad, padahal mereka tau itu syarat kalau mau memasukkan anaknya ke kelas offline. Dari wajib test lab sampai dibolehkan tes mandiri (agar lebih murah juga). Tapi jalan2 lanjut terus, masuk sekolah jarang, improvement seadanya.",positif
"otw Muslimah BAWEL haha

mau ke Al Azhar, mesjid samping sekolah. Jaman trust issues jadi urusan penting. 

Kajian offline kali ini OSD mampir menyapa anak Jaxel.

So, Muslimah BAWEL,this acronyme for women who brave-awesome-wise-elegant and low profile, mana suaranya?",positif
"@subschfess pas kelas 11 ak posisinya masih suka org lain. jd ga peduli dgn doi. pas kelas 12 awal kan masih pjj, jd masih ga peduli juga. nah pas masuk smt 2, udh mulai sekolah offline, ak suka dia lagi. suka sm attitude nya, bahasa kramanya buagusss buanget, sopan gitu. cont",positif
"Heran, apa-apa takut, ini takut, itu takut. Emang semenakutkan itu? PPAK cuuuyy.... kuliah offline juga. Kaya nggak pernah sekolah di ruangan aja 😒 Jangan dinormalisasikan lah..",negatif
🤍 selama ini belajar fisika kagak pernah paham konsep nya di ajarin sama guru sekolah tuh gamau masuk otak besok PAT fisika offline no contek contek mana sender duduk depan GWS mental dan kesehatan sender harus gimana plis sudah bingung,positif
"@tanyakanrl 1
13? or 14 gitu lupa

turun gara gara pertama kali ujian dari rumah, gue menjawab secara jujur tapi temen temen gue pada search di google jadi nilai mereka tiba tiba naik drastis😁 sedangkannilai gue sama aja kayak pas ujian offline di sekolah",positif
"Jd keinget waktu ngantar riski sekolah awal offline kemarin, ada ibu yang nangis di depan kelas. Setelah ditanya ternyata anak beliau nilainya kosong, karena selama satu semester gaada ngerjain soal sama sekali. Beliau udah bilang ""kami orang sakit, kdd beisi hp baik"" https://t.co/SpXy02lU4K",positif
"Main bola, Futsal, dan Les bisa dibilang pengalihan terbaik selama darimg sampe ga sadar sekolah udh offline lagi, kaget si sebenernya setelah sebelumny berfikir bakal online sampe lulus",positif
"@worksfess Kasitau aja kondisinya gimana kalo offline, dan sesuain sama compensation nya. Untuk sekolah swasta inter harusnya lebih dari umr(konon beberapa 2 digit??)",positif
"@laurozerie Sebelum sekolah offline, trus waktu tta, saling teror meneror seru banget gilakkk sekarang agak kurang mana moots lama pada hilangan🥲",positif
"@schfess belajar yg bner, mumpung udh offline. sekolah online gua kgk ngerti apa-apa",positif
disaat sekolah lu yang selalu ujian online tapi besok senin disuruh ujian offline be like : https://t.co/Pc80REWA4p,positif
"tokbuk langgananku kalo beli lewat online :"") dulu kalo offline sering kesana buat beli buku sekolah https://t.co/NKzWtTWY8H",netral
@collegemenfess Kalo tugas offline biasanya ada yang hardpaper presentasi ya kaya pas sekolah dulu,positif
"@thinkerbilie belajar, krna ujian nya udh offline di sekolah djhsbssnbdbdb",positif
"@AREAJULID jd inget dulu pas mau brangkat sekolah tbtb temen minta dijemput pdhl gk searah, krn gw gk enakan dan kasian sm kondisi dia gw iyain, sampai sana dia blum mandi anjr akhirnya nunggu, telat masuk 30mnt, utg masi percobaan offline",positif
"@schfess tergantung topik, tapi ini bisa dijadikan referensi
1. penghapusan ipa ips
2. yg masalah spill mirip soal utbk 
3. penting tidaknya wisuda
4. adanya sistem zonasi
5. ujian sekolah yg menggunakan cbt, walaupun offline",positif
"tapi ya, kan PAT di sekolah gue offline, trs gue banyakkkk banget interaksi sama ex crush... wowowow keren sekali kamu ayesha",positif
"Jd keinget dl wkt sma pake sepatu Converse yang kw, krn gaada uang buat belinya. Itu beli pas mau lulus sekolah, dan kepake sampe kuliah. Pas jaman2 nya masi offline, klo gasalah semester 3. Trs gua kerja kelompok di kost gua-",positif
@somezans SIBUK BANGET SEKOLAH OFFLINE JANI😫😫 LO OFFLINE JUGA GAAAA,negatif
@gcyhyaa bilangin sekolah temen gue drad kaga ada wisuda offline ☺☺,positif
"terakhir aku tanya kabarnyaa gimana, katanya pas udah mulai offline si anaknya tiap hari dijemput sama guru BK nya &amp; pulangnya jg dianter. soalnya kl gadiginiin, anaknya gabakal mau sekolah. gila sih salut bgt soalnya jrg guru jaman skrg yg bener-bener seperhatian itu masyaAllah",negatif
"@convomfs sama, karena udah sibuk sekolah offline yang tugasnya banyak bangett",negatif
"ngga cuman satu murid aja sih, ada kali 7 orangan tp yaudah aku bela-belain beliin pake duit bulanan pdhl aku masih anak kostan jg. alhamdulillahnya skrg sekolah udah offline jadi gaperlu daring lagi ya allah bersyukur bgt bgt bgt",positif
wkwkwk iri banget ngeliat sekolah lain wisuda offline sekolah gue gaada apa apa hdbhshwb mau nangiss,positif
Dindik Kota Madiun Izinkan 10 Sekolah Buka PPDB Offline https://t.co/Y0afj32t71,positif
"@bdngfess Kalo sekolahnya udah offline sih enakan jualan sambil sekolah nder, siga urang bareto jaman SMA sakola bari jualan gorengan sapoe beresih bisa meunang nepi ka 80k. Lumayan mereun jang jajan mah",positif
Btw tuh sekarang kalau sekolah udah offline semuanya kah?,netral
"@bdngfess Kalo sambil sekolah offline kayanya susah oge sih, mending jualan² kitu jd reseller jadi bisa sambil sekolah",netral
"@CNNIndonesia Piatu. Bapaknya dipenjara. Covid ga sekolah gegara gaada hp karena keterbatasan biaya Giliran masuk sekolah offline, diusir gurunya dengan nada tak enak. Dirundung temen-temennya pula.

Gini amat cobaan orang susah buat dapet pendidikan.",positif
I hope everything gets better setelah sekolah offline di mulai kembali. Sedih kalau harus kehilangan juga😭,positif
Kalian prefer ujian online tapi di sekolah or ujian offline pake kertas di sekolah?,positif
"Tiba-tiba ngebayangin kuliah atau sekolah offline tapi pas diabsen bunyinya gini:

""Absen dulu gais ada ilham ada ragil ada kurniawan ada konto ada lodon ada bocil ada kematian...""",positif
"kalo dipikir pikir dulu waktu januari sempet seneng karena sekolah offline, terus feb nangis terus grgr milih jurusan snm, maret nangis jg karena ngerasa salah jurusan ada senengnya jg karna keterima snm, april nangis bgt ngurus berkas bnr bnr sampe tiap hari bolak balik sklh -",positif
@GeneSwith aku juga kangen banget paraaaaah T_T aku mulai sekolah offline jadi makin sibuk deh huhu,negatif
Anak sekolah pada offline jalanan jd pada chaos,positif
"@schfess pernah banget, ini gara gara pandemi trs kan dulu sempet ky uji coba gitu nah takutt bgt waktu mau berangkat sampe keringet dingin segala macem trs akhirnya online lg lamaa sampe masuk ke sekolah baru kan trs baru offline kambuh lg panik tiap mau sekolah, tp sekarang udh biasa",positif
"@jihijijjj offline, cuma sekolah aku yang pake kertas tapi mereka malah bawa hp. KESEL GA SI?",netral
"kalau dikampung okelah gue punya cuman gue belum renov dan jarang ke kampung karena udh offline, makanya emosi bgt gitu pagi2 udah ada yg ngetok2 pintu bangunin tuh anak sekolah ribut hidup matiin lampu harus di tegur fak!",positif
"@tanyakanrl gw pernah ke jawa tepatnya di jogja krn mudik pulang kampung, pas sampe sana mataharinya biasa aja gak sepanas lampung. 

bahkan matahari lampung beneran bisa bikin belang bgt, jdi gw pke jilbab. Dulu sekola offline jdi tiap hri ke sekolah kan, nah muka gw sllu kena matahari dan-",negatif
Dindik Kota Madiun Izinkan 10 Sekolah Buka PPDB Offline https://t.co/zUpK2iNPbh,positif
@garstudying seru gaa? ku mau baca ini tpi nunggu sekolah offline biar bisa pinjem dri perpus aja 😭,positif
"gatau gimana ntar PAT offline di sekolah udah pasrah sama nilai na , mau nangis aja 😔",positif
@ilysdoyie iyh kan TP UDH MULAI SEKOLAH OFFLINE 😖,positif
"Cek jadwal, syarat, dan cara daftar PPDB SMP Jogja 2022 Non RTO atau PPDB Offline Jogja selengkapnya di sini. Ada 2 jalur yang dibuka.

via detikedu  https://t.co/mkJbM41mdz",positif
"terus saat pandemi udah mulai reda, sekolah udah offline dikit dikit baru deh.. agak sulit adaptasiin fisik sama mental yang sebelumnya loyo dan santai santai aja",netral
"@subschfess Jangan nderr... Yg penting kamu belajar.. aku ngerasain koo, selama pat offline ini aku belajar dan ketika liat hasilnya aku Alhamdulillah bersyukur bgt jd tau kemampuan ku, jd ngerasa bermanfaat banget aku selama ini sekolah, ilmunya dapet",positif
"mau tanya donggg, sekolah kalian udah ada yang bikin classmeeting offline belum? 💭",netral
"PPDB SD Jogja 2022 dibuka dengan sistem RTO atau online serta offline. Simak syarat, cara daftar, dan daftar SD PPDB RTO Jogja di sini. https://t.co/IOyfg44jb9",positif
@literarybase Tiga 😭 efek sekolah mulai offline trus ga pinter bagi waktunya,positif
jujur pas sekolah temen gue kalau enggak ingetin ada kelas atau kelas offline mungkin gue enggak bakal nugas atau berangkat.... https://t.co/jZD5pN1XtN,positif
"@bunaALL Nangis banget keinget udah mulai sekolah offline dan ibuk belum bisa beliin sepatu🥲 bismillah bunaa semoga rezeki huhuu
Sehat selalu dan lancar rezekinyaa bunaa luv u🥰 https://t.co/GeRNJoiFAC",positif
💚 jaman offline gini joki tugas masi rame ga si? bingung bgt nganggur smpe agustus mulai kuliah ga ada pemasukan soalnya dah lulus alias ga sekolah:(,positif
"@beaconfess aku sambil sekola, offline pulak. kalo lagi ada jdwal sekolah / tugas numpuk aku close dulu. kalau lg free baru tuh open + fast resp. jadwal open ambil waktu dimana kmu lg free aja nder",negatif
@Aintmonsieur Masih pkl kaga ada pelajaran 🚶🏻🚶🏻 besok tanggal 8 PAT offline di sekolah,positif
"thanks buat SMK 6,temen temen kelas.kalian partner belajar terbaik selama 3 tahun sekolah,walaupun sekolah offline ga sampe setahun tp overall aku seneng banget sih,semoga ketemu lagi dalam keadaan yang terbaik yaa loff u all. https://t.co/UyRpZrj9z9",positif
"@pengengambis osis, santai bgt divisi ku btw ak divisi akademik. Gak banyak kegiatan diangkatan ku krn, kita cumn sekolah 2 tahun. 1 setengah tahun online, 6 bulan offline lgsg lengser 😃🫂",netral
"Dear Kak Min @infomalang  dan Tweeps. Mohon info, tempat beli tas sekolah untuk anak-anak yang offline. 🙏",positif
@yuekias SOALNYA AKU BLM OFFLINEEEEE x____x kamu selasa sekolah offline gak!!,positif
"Dua tahun berlalu, sekolah udah mulai offline, dan akhirnya minta ngajar sempoa lagi.. Udah kangen ajah gitu sama murid² yang hebat hhehe",positif
"Di samping ada produk-produk pengusaha muslim yang dipamerkan, ada info sekolah sunnah, juga ada talkshow dan bedah buku.

Sayang nih kalau tidak dihadiri. Apalagi #BirojodohRumaysho saat pameran dibuka pendaftaran secara offline.",positif
"@namkooksha offline, tp aku g sekolah sih",netral
"@dear_myslf Kadang pas lagi pengen lembur suka mikir Ampe tidur itu ngga penting wkwkw,

Tapi setelah sekolah offline keknya Uda mulai berkurang karena emang tubuh sendiri kayak minta istirahat jadi rasa begadang lama lama kayak ilang gitu",positif
Kalian sekolah offline semua ? Apa masih ad online?,netral
iri banget sama yang graduation offlineeee 😢😢😢😢😢 SEKOLAH GA SERU BGT GRADU ONLINE LEWAT ZOOM PDHL SEKOLAH OFFLINE,positif
"karena sekolah offline, gue sehari makan 4-5 kali 🥹🥹🥹🥹🥹🥹🥹",positif
"@dorisak_ hooh sih, wes do offline og ya
nang kene juga seh esuk rame nang ndalan do ngeterke anak e sekolah",positif
"Mau ikut PPDB Kota Yogyakarta 2022? Simak dulu jadwal PPDB TK, SD, dan PPDB SMP Jogja Offline tiap jalur di sini. https://t.co/OH6UGF2Esn",positif
"Wkwkw lucu dnger adek w culture shock sekolah offline, katanya networking penting ceunah biar dpt kunci jawaban dr kls lain😂😂 trus dia pusing kimia wkwkwkwkkw",positif
"@samsungID #ThankYouGalaxyJ udah nemenin jaman sekolah offline, karena sekarang online jadi Pasti lebih banyak kebutuhan yang harus nge upgrade ke #GalaxyA03 
Yuk ikutan challenge @samsungID @seneority @roselasfl @mingycukim",netral
gimana mau observasi kalau sekolah udh pada offline😭,netral
"aku kangen sekolah soalnya uang jajan bs ditabung, skrg uang jajan kuliah bneran emg buat mam sm laundry kl offline WKWKWK",positif
ini gue gabisa nih diet sambil sekolah offline😭😭😭😭,positif
km gak pinter = gaboleh wisuda offline WKWKWWK sekolah gajelas,positif
"Omg aku baca ini dari mulai sekolah offline,sampe skrng LAGI PAT DAN AKU MASIH JOBLO 😩👊🏻 https://t.co/sS65A1bOIX",positif
