"username","tweetcreatedts","tweet","label_sentimen"
"curioussmoo","2021-10-25 12:27:48","apakh aku hrus menangis, bsk vaksin padahal sekolah offline, trs ada pelajaran kimia &amp; visual arts AKU MAU IKUT PELAJARAN ㅠ ㅠ","1"
"moonareas","2021-10-25 12:25:06","☁️ yang udah sekolah offline spill dong uang saku kalian berapa😬","1"
"gulajawa____a","2021-10-25 12:24:35","@convomf gue fine fine aja kalo offline, CUMAN YA KALO EKSTRAKULIKULER OFF IN AJA GITU LOH ANJIR, GUE MAU FOKUS SAMA MAPEL, kek ada aja hambatan 😞 semoga aja ekstra kulikuler nya di hentiin sampe gue lulus di sekolah itu wkwkwkwk","-1"
"naajaeminok","2021-10-25 12:23:36","Bukan gimana ya kalok catetan karena sekolah online its okay lah masih bisa kalok ini kan udah offline kek dia juga udah nyatet kan nanti gua yg nyatet susah"" dia tinggal nyalin santai","0"
"eifat22","2021-10-25 12:21:40","@convomf Awal 2020 dan akhir 2021. Karena itu gw sekolah offline, gw pilih dua duanya","1"
"KTanjayasri","2021-10-25 12:21:27","@slrvrqueen Iy..
Sekolah di rumah..
Kalo guru w ada di kota yang sama dngn w..
Guru dtng ke rumah... Kek sklh offline
Kalo w lagi di luar kota.. Materi and soal latihan dikirim lewat e-mail deh..
Dan itu sdh berlangsung selama 4 tahun terakhir..","1"
"inisipiepie","2021-10-25 12:20:13","@minewithmine MAU KAK BUAT JAJAN SUNSCREEN BUAT SEKOLAH OFFLINE","1"
"Wanfatinfiqah","2021-10-25 12:20:11","first day sistem penggiliran untuk kumpulan pelajar B: 

Ada budak kumpulan A yang masih datang sekolah walaupun dah pesan minggu lepas. 

Cikgu? Ulang balik from A-Z apa yang ajar kat A last week sebab PdPR offline module tak berkesan tanpa ada penerangan yg jelas dri guru.","-1"
"bacotancasaa","2021-10-25 12:18:55","jahat bgt mrk ngerencanain liburan di depan gue yg minggu ini full sekolah offline 😀","0"
"Itsme_nayoung","2021-10-25 12:17:11","GW BARU KLS 9 TUGAS UDH GA NGOTAK HAHAHA APALAGI KULIAH MAMPUS GW,,,,,, APA JANGAN"" KARENA GW TOLIL TUGAS 5 DOANG DI BILANG BANYAK? ,,,,, LEBIH DARI 5 BTW BUKAN CUMA 5 ,,, KARENA GW UDAH SEKOLAH OFFLINE KUIS &amp; ULANGAN UDH JADI TUGAS GW JGA HAHAHAHAHAH CAPEK SAYA PAK BUK WKWKWK","-1"
"nanongmtnk","2021-10-25 12:14:22","Gapapa deh gua sekolah offline trs asal ga satu kelas masuk, udh srek bgt gua sama sesi ini","1"
"diemlobgst","2021-10-25 11:59:37","@gwgjbgt Asikk dong sekolah offline","1"
"youngeunjkt","2021-10-25 11:56:07","@convomfs sekolah mu masih daring apa udah offline?","0"
"ingkurapika","2021-10-25 11:55:54","@convomf Lebih suka sekolah offline apa online?","0"
"pengabdilino","2021-10-25 11:50:38","@petterhanniee semoga cepet sembuh ya biar bisa sekolah offline!! aku lagi mikirin uts soalnya disuruh bikin video terus 🤕","1"
"hyemiyya","2021-10-25 11:46:49","hmm eh ya tapi sekolah offline juga aku gakenal temen sekelas sih. km kenal gak? @aheuheuu","0"
"TzuwithYu","2021-10-25 11:42:26","@rosyceae Demi tadi soalnya juga gw kek gini tadi pagi, mana sekolah offline, terus gurunya juga ngawas di belakang gw kek deg-degan banget 😭","-1"
"Sas_Frio","2021-10-25 11:34:07","@givenchyholland Ah soal sekolah offline sm online btw","0"
"Gryffindorrrr_","2021-10-25 11:28:24","Selama ini berangkat gelap pulang gelap, sampe gak tau kalo sekolah udah offline ya? WKWKWK","0"
"arkathereader","2021-10-25 11:25:56","@DGXIOR tadi revan keluar ya? sekolah kamu offline/online dek?","0"
"pacarakubanyak","2021-10-25 11:25:21","gakkk sengaja kepencet kata tengah!!!😭

itu tmen lagi blg ""besok takut sekolah offline"" https://t.co/5yhtEAU1wq","-1"
"wowowthing","2021-10-25 11:24:59","Jujur kangen sekolah offline sih","1"
"ifieatbingsu","2021-10-25 11:24:25","Aku jahat ya? :( iya,pasti jahat banget :(

Kalo gini mending sekolahnya dirumah aja,males ketemu ""temen temen sekelas"". Tapi aku pengen sekolah offline juga :(

Duhhhhhh,aku bakal coba berdamai sama hati deh. Mungkin butuh waktu yang lama😭😭tapi ayo cha,kendaliin diri sendiri🍧","-1"
"bbytrezz","2021-10-25 11:22:37","aku dah sekolah offline walaupun sehari masuk ny udh seneng 😭😭","1"
"talemonade2","2021-10-25 11:21:06","@bertanyarl -1 😠😩 hari ini hari pertama sekolah offline. Pas berangkat hujan, pulangnya motor mogok sampe harus jalan kaki di siang bolong+pake pantofel.","1"
"yeahtyaelah","2021-10-25 11:16:10","@convomf Sekolah online/offline?","0"
"qrollz","2021-10-25 11:12:25","@thinkingabtwkh akuu gak pensi kook, cuma ngurangin koleksi, karena habis gini sekolah offline jdi takut gadirawat pcku 😥","-1"
"mashihomellows","2021-10-25 11:08:28","kayaknya bakal rest hunter dulu, mau sekolah offline💃","1"
"Underooes","2021-10-25 11:00:28","mending offline deh kalau sekolah, online mumet banget gue.","1"
"pipiw___","2021-10-25 10:57:46","@schfess Aku udh mulai sekolah offline jugaa tpi di sesi, sesi 1 pagi sampe siang, sesi 2 siang sama sore","1"
"linostibean","2021-10-25 10:56:55","beginilah jadinya dari kelas 10 sampe sekarang kelas 11, engga sekolah offline.

parkiran aja engga tau di mana🤣 https://t.co/pSQ2ipnJyh","1"
"prplbtss","2021-10-25 10:56:03","@convomf Sekolah online ngeluh sekolah offline ngeluh","0"
"lvlyderain","2021-10-25 10:40:44","Offline school bikin capek luar dalam njir, fisik gw capek banget karena sekolah jauh, di kelas jg kurang maksimal rasanya https://t.co/bOULwhmtfA","-1"
"cihiroogino","2021-10-25 10:37:39","Kalo lg proses move on gini pengennya sekolah offline full day bercanda sm temen2 trs jd cepet bgttt lupain rasa sakitnya:((","1"
"hantarans","2021-10-25 10:33:24","gua sekolah offline : 
belajar ❎
pedicure and manicure ✅
 gua kesekolah numpang bersihin kuku lumayan gratis ☺️🤣","1"
"chubbyville","2021-10-25 10:19:30","@convomfs Sering banget 🤧 apalagi pas SMA waktu itu sekolah offline, nh jalan pulang itu lewat tempat tongkrongan (warung tp sering dijadikan tempat tongkrongan anak sekolahan, khusus dr sekolah kami) untungnya sih pake motor aku","1"
"iceparkeu","2021-10-25 10:16:05","@tacendaqloo Gapapaa nanti aku yang mulung!! Semangat sekolah, seru banget uda offline 😖","1"
"jinmasganteng_","2021-10-25 10:09:58","@Sas_Frio @convomf Kalo alasan kamu begitu memang bisa diterima sih dan mungkin beberapa orang bisa nyari temen kaya kamu gitu. Tapi coba dari sudut pandang lain, mungkin ada yg ditempat kuliah/sekolah kena pembullyan atau apapun itu yg merugikan jadi mereka senang online daripada offline.","-1"
"Sas_Frio","2021-10-25 10:04:01","@jinmasganteng_ @convomf Kalo dari sisi aku, aku try hard buat membaur pas di kuliahan. Ya coba aja nyari temen yg satu minat sm org2 kek gt. Atau ga, biasanya bantu temen kalo kesusahan tugas, ntar bs tau mana temen mana bukan
Jgn djadiin alesan gamau sekolah offline gr2 susah cari temen sih imo","0"
"zaasunoowinn","2021-10-25 10:00:48","pengen cepet sekolah offline😭😭","1"
"ryxxyna__","2021-10-25 09:55:47","pas sekolah online: ""buruan kek sekolah tatap muka (offline)""

pas sekolah offline: ""gpp balik lagi sekolah online aja gpp yakin:)""","0"
"missdayxyx","2021-10-25 09:20:01","gue pas sekolah offline nanti https://t.co/g7vALYj7xf","1"
"tabithalaras","2021-10-25 09:16:58","@ka2inaa Iyaa karr mingdep balik nih gue, kalau sekalian sekolah offline berarti udh gue di jkt sampe libur akhir tahun","0"
"sathornus","2021-10-25 09:14:13","Dulu ya pas masih sekolah offline aku biasanya hafal sama jadwal pelajaran hari ini hari itu, tapi sekarang gak hapal sama sekali😑","1"
"1013__am","2021-10-25 09:13:42","percuma sekolah udh balik offline klo ttp ga diksi duit jajan 😞","-1"
"schfess","2021-10-25 08:55:52","sch! akhirnya offline lagi... terakhir offline di sekolah ini pas kelas 8 dan sekarang udah kelas 10 🙂 (sender SMP dan SMA di gedung yang sama) tapi ini sender kecepatan jadi masih sendiri di kelas 😞💔 https://t.co/PAUlbqnGdf","1"
"darkpinkeuseo","2021-10-25 08:53:18","@CUTIEINNIEEE Sama samaa.. Sekolah offline emg bikin capek. Aku ngerasain wkwk apalagi kl udah sorenya tambah les²

Semoga bisa cpt beradaptasi dg baik 👍

Eh tp dulu aku betah bgt di sekolah sampe sore bgt jam 4-5 sore baru pulang 😂","-1"
"agung_yuliantoo","2021-10-25 08:39:02","Yg masih sekolah/kerja via online mah enak, kalo begadang, bangunnya kesiangan gak perlu khawatir. Lah yg berangkat kerja/sekolah offline itu yg gedandapan puyeng","-1"
"sunmeanlae","2021-10-25 08:38:05","@collegemenfess 880k uang jajan + uang bensin, kadang suka ditambah 100-250k sama kakek kalo lagi main ke rumahnya. tapi ini pas jaman SMA offline sih. buat kos sama keperluan sekolah kayak fotokopi ntar dikasih sendiri","0"
"nctslaludihati","2021-10-25 08:37:55","@beachbbun widih mantap, btw kamu dom mana kok cepet udah sekolah offline dari pagi sampe sore?","1"
"nctslaludihati","2021-10-25 08:31:30","@beachbbun udah sekolah offline dari pagi sampe sore kah?","0"
"shineynoo","2021-10-25 08:20:46","@chocowonxny Baikk, ini sekolah udah mulai offline n TUGASNYA BANYAK BGT🥲🥲 jadi lumayan jarang on twt:"". Hbu?","-1"
"shineynoo","2021-10-25 08:12:54","@hooniest_ sekolah udah offline n TUGAS BANYAK BGT HSSJ😩😩","-1"
"menfesssyg","2021-10-25 08:03:20","syg! Gaada bersyukurnya ini org2, giliran online pada pengennya offline. Skrg dah ada sekolah offline malah pengennya online lg. Maunya pada gimana sih, ga konsisten. Kalo gini caranya, lu semua mending gausah sekolah deh","0"
"O959697L","2021-10-25 07:59:20","tadi udah mulai sekolah offline","0"
"sygfess","2021-10-25 07:56:24","say! Gaada bersyukurnya ini org2, giliran online pada pengennya offline. Skrg dah ada sekolah offline malah pengennya online lg. Mending lu ga usah sekolah deh, aku kesel sm lu semua","0"
"JungHeeYaa","2021-10-25 07:51:49","Alhamdulillah jalan 2 bulan ini udah mulai sekolah offline. Mulai dikasih sangu sama ortu. Jatah 5k sehari. Nabung Alhamdulillah jalan tapi bukan cuma untuk album SN. Mulai kekumpul byk, aku ambil buat beli jilbab dll. Sampe sekarang cuma kekumpul 150k.","1"
"dlwobs_","2021-10-25 07:47:58","HARI JUMAT SEKOLAH OFFLINE https://t.co/323i0RuOD2","1"
"rchel_louis","2021-10-25 07:47:35","i mean like
skip kelas 9 trus masuk sma + sekolah offline","1"
"shineynoo","2021-10-25 07:45:35","@04JYKEGF Baikk, cuma lagi sibuk aj ngurus sekolah INI UDAH MULAI OFFLINE N TUGAS SGT BEJIBUN😭","-1"
"chalametberry","2021-10-25 07:45:33","Demi apapun pengen sekolah offline","1"
"n4dippaa","2021-10-25 07:44:11","udah sekolah offline, jadi susah buat on disini.. im sowrrryyyy","0"
"bananacityx","2021-10-25 07:43:51","@KN1308J heloo nai? tadi sekolah? daring atau udah masuk offline? btw jan lupa mam yaa 🥰","0"
"subschfess","2021-10-25 07:39:22","SchApp! Di sini yang sudah sekolah offline, menurut kalian tugasnya tambah banyak atau nggk

✄・・・
🧐 Trivia: Ombrometer adalah alat pengukur curah hujan","0"
"watermlnsgr","2021-10-25 07:32:31","@JapanMerchFess pas offline gini cuma dikasih ongkos pulang doang sih, krn kantin sekolah jg gak buka wkwk.","0"
"zuunise_","2021-10-25 07:21:50","@convomf cug, gaada rasa bersukurnya emg manusia. dulu dikasih libur 2 tahun, ngeluh pengen ngerasain hidup normal, sekolah offline. sekarang udh mulai hidup normal, sekolah mulai offline, eh malah minta di online kan lagi. emg","0"
"yeahtyaelah","2021-10-25 07:16:21","@convomf Capek gak sekolah offline?","-1"
"cchyuckie","2021-10-25 07:14:33","@convomf sekolah online/offline?","0"
"yeorirooo02","2021-10-25 07:08:16","@collegemenfess Itu nder, pak Nadiem pusing masalah sekolah online salah sekolah offline salah, jadi beliau merasa pusing","0"
"Frilzzz","2021-10-25 07:05:09","Pdhl sekolah offline cuma ampe jam 11 tp knp cape bgt ya😭","-1"
"comfortcrawd","2021-10-25 06:36:46","setidaknya seninku tidak terlalu buruk karena sekolah offline, makasi yh buat seisi x ipa 3 termasuk yang gk ngobrol sama sy dan cuma liat liatan🙏🏻","1"
"minsungcarts","2021-10-25 06:27:48","@jenowley gw mingdep offline tks gmn kalo jam sekolah trs gw di sela-sela belajar “bu izin ngangkat vc lia”","1"
"jaespeachs","2021-10-25 06:23:59","dulu pengenn bgt sekolah offline, pas denger kabar bakal belajar offline yaa seneng dongg, tp skrg pas offline malah pgn online lg, soalnya suasana nya kok freak gt yh🙂🙂🙂","-1"
"dicylight","2021-10-25 06:23:29","@Fleaurde_bleau sekolah offline, hbu?","1"
"shatoyuu","2021-10-25 06:21:59","@JapanMerchFess iya diksih semenjak msuk sma, trus jg kan skrg udh sekolah offline","1"
"akunikutGA","2021-10-25 06:17:07","@jaemcityx Bismillah bisa di gedor makji juga hehe, lagi ngumpulin duit nih makji buat bayar utang mama😁 sama lagi nungguin kalo ada rejeki tambahan mau beli novel dan peralatan sekolah adek yg udh offline","1"
"xyosh_1","2021-10-25 06:10:12","@lovelyshi__ Jangankan kantin sekolah:) sekolah offline aja belum dibuka","0"
"dubucityx","2021-10-25 06:03:56","– today's mail!
kali ini today's mail nya bukan pc tapi hand sanitizer renjun buat sekolah offline anjay😍😍lucu banget pas datengnya+safe packing and another yupi for freebies🤗🤗 https://t.co/dMPLgCHkYB","0"
"coklatpocky","2021-10-25 06:03:36","@tinfrtn sekolah offline tp terbatas","1"
"ybchan_i","2021-10-25 06:01:28","@chanwonseong Sibuk diriku chil sekarang udh banyak sekolah offline jadi harus visit ke sekolah langsung..tetep on kok cuma ya kadang malam hehehe","1"
"buluketeknyjeno","2021-10-25 05:59:14","@jaemcityx iya mak mana sekolah offline 😭","-1"
"ChannChan_","2021-10-25 05:56:21","Pengen sekolah offline yg full gitu deh 
T^T","1"
"novalianaaja","2021-10-25 05:52:02","@dewapuci @PAClearning Kantor + sekolah ud mulai msk offline, pusiang Bu.
Semoga gak kejadian","-1"
"taehyungkohl","2021-10-25 05:41:31","@convomf Bersyukur, itu yang bilang mau online aja egois kalian, gua malah bersyukur bgt dengan adanya offline lagi walaupun 2 pekan sekali, adek gua sekarang paham berkalian dikit-dikit, tolong lah ngertiin yang lain, kan ada juga tuh di sekolah di kasih surat ketidaksiapan offline...","1"
"IchaVarma","2021-10-25 05:41:05","@dewapuci Waduh, adekku dah masuk sekolah offline","1"
"piaaa_____","2021-10-25 05:35:02","Sekolah deket rumahku udah offline dan aku baru tau karena terlalu lama bersembunyi di dalam rumah (:","1"
"cherryb717","2021-10-25 05:16:59","@lleechanie cieee sekolah offline yaa?","1"
"sxtarla","2021-10-25 05:11:58","bisa gk sih sekolah offline online sesuai mood 😭 https://t.co/TtI1SFKAWN","0"
"mahiftto","2021-10-25 05:07:30","Gemes banget ponakan udah mulai sekolah offline","1"
"ipehmalik","2021-10-25 04:58:54","Di antara heboh kerjaan dan anak mau sekolah offline tuh… 🤯🤯🤯🤯🤯","1"
"pickstarjie","2021-10-25 04:58:39","@rnjunchnle Ngantuk tapi harus sekolah offline😭","-1"
"cityelights","2021-10-25 04:56:41","@convomf Dah sekolah offline kh??","0"
"nitend0o0n","2021-10-25 04:56:05","sumpah pengen sekolah offline biar dapet sanguu😭😭","1"
"BELEKMATAJUYEON","2021-10-25 04:55:12","@convomf Offline class rasa nya ga kaya sekolah biasa, gaenak anjr 😭😭. Ngobrol gabisa, terus di gw juga gaada istirahat jadi emang cuman belajar terus pulang. Mau ngobrol sama temen duduk nya jauh jauhan, terus mana kek orang budek kalo mau ngobrol . Dahlah pengen offline aja 🙏🏻","-1"
"KTanjayasri","2021-10-25 04:55:00","@slrvrqueen Emng sekolah lu udh offline??","0"
"Nawaxena","2021-10-25 04:49:20","@peachgirlllllll Gimana Aii? Seru kan sekolah offline?","1"
"luvyourv","2021-10-25 04:40:08","@convomf Padahal enak sekolah offline, kmrn pas w ngambilin raport adek tiba2 jd flashback masa sekolah dan itu seru bgt woeeeee😭 kalo ada kesempatan pingin balik ke masa2 SMA😭","1"
"lollipolyyy","2021-10-25 04:37:23","Heran liat anak sekolah yang sekolah ga pakek masker trs keluyuran. Jgn karena sekolah udah offline jd beranggapan keadaan udah baik2 aja napa sih lol. Covid itu belum selesai, apasih salahnya ikuti prokes. Sementang aturan udah diperlonggar bukan berarti semua nya baik baik aja!","-1"
"taeyongtea","2021-10-25 04:31:57","w udh sekolah offline tp pgn daring lg ahhhhh","0"
"wad_wic","2021-10-25 04:30:58","Sumpah kenapa pas sekolah offline malah numpuk woi tugasnya 😭😭💔","-1"
"jmwncityx","2021-10-25 04:30:49","@convomf online study offline exam, hebat banget sekolah gue","0"
"Ayrashirly06","2021-10-25 04:26:03","@kayarayaaaaa @convomf Betul ntar d kasih online + offline sekalian siang malem sekolah apa gak meninggoy 😁✌","0"
"leleparkcityx","2021-10-25 04:26:00","@yournangel belum kak lagi sekolah offline","1"
"ipickdino","2021-10-25 04:19:17","re: sekolah offline","1"
"yunoxygen","2021-10-25 04:11:27","jujur udah capek banget sekolah offline","-1"
"Preciouspolca","2021-10-25 04:04:01","@billkinp Pas masih sekolah offline 2019, di kantinku te jus udh 2k","1"
"Bahiyyihbae","2021-10-25 04:02:34","@hiyykaruu Lagi kelas ? Sekolah offline kah?","0"
"cookiejjay","2021-10-25 04:00:22","kalian lagi sekolah kah? online pa offline?","0"
"lonyyylove","2021-10-25 03:57:50","ini kaya nya indonesia sudah mulai normal ya, soalnya ada wacana sekolah sampe sore😭

bukan nya ga suka, bersyukur bgtt
tapi aku sukanya kegiatan online. alias belum lulus cuy, deg degan gue sidang skripsi nya offline😭😭","-1"
"burjeckk","2021-10-25 03:50:49","gue yang gak pernah excited sekolah offline........... sangat mnyesal https://t.co/OE3sTDV3H9","-1"
"httpswnd","2021-10-25 03:48:43","pengen sekolah offline anj","-1"
"satifa07","2021-10-25 03:47:48","@convomf Bener anjir, sekolah offline cape bngt","-1"
"convomfs","2021-10-25 03:46:30","🤍 kalian yg kuliah/sekolah offline klo lgi belajar kalian nyalain lampur kamar gak?","0"
"ltnelcy","2021-10-25 03:46:10","@convomf Offline malah kyk buang buang waktu, yg biasa nya bisa ku pake buat ngerjain tugas malah ada di sekolah. Klo misal guru nya masuk dtg jelasin materi gkpp, tpi masalahnya ada beberapa guru yg dtg cuma kasi tugas doang. Kadang ada guru yg tiap jam mapel beliau dipake bahas tatib😩","-1"
"byunniecon","2021-10-25 03:45:27","@jaemcityx pagii makjii, aku udh mulai sekolah offline dongg hehee","1"
"mpuyupuyu","2021-10-25 03:36:56","jujur y njir, aku ngga tau sekolah ku udah offline atau masih online 😭😭","0"
"SEO1610_","2021-10-25 03:35:15","@songpoo_ dak jujur ga enak njr sekolah offline","-1"
"ariesvck","2021-10-25 03:33:26","sama beli permen biru😭😭😭tdi bingung beli permen biru apa bubblegum tapi permen biru favku dulu wktu skolah offline ya allah kangen jajan sekolah dulu😭 https://t.co/1YdK7hGyGv","1"
"woocheekiesbin","2021-10-25 03:29:06","@songpoo_ Udah mulai sekolah offline ya?","0"
"subschfess","2021-10-25 03:29:02","sch! SEKOLAH SENDER HARI INI HARLAH OFFLINE LAGI TAPI SAYANG GA BOLEH DI UPLOAD. FOTO2 NYAAA T_____T","1"
"convomf","2021-10-25 03:25:20","💙 kalian diijinin sekolah offline atau ngga??? kalo ngga alasannya kenapaaa","0"
"MyDear_Clouds","2021-10-25 03:20:54","@SeaHaee Tapi beneran sekolah itu sumber penyebaran penyakit ya...sejak sekolah offline, ga pernah tuh anak2 kena batpil..pdhl dlu bisa 2 bulan sekali gantian ke dokter gara2 batpil.. 😑😑","-1"
"liteurasi","2021-10-25 03:17:57","@convomf Gua dah lama offline betah kok pengen dibikin capek sama bolak balik sekolah dari pada capek ga ngapa ngapain di rumah","1"
"sy4sh4kh4","2021-10-25 03:15:32","@lluvveerr gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌","1"
"sy4sh4kh4","2021-10-25 03:15:29","@keyshazzz gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌","1"
"yehdamnnn","2021-10-25 03:14:08","Aku bangun pagi lalu pergi ke kamar adek dan ternyata dia hari ini sekolah offline, lalu pergi ke rumah tante tapi duo monyet dah ke rumah temennya. Pagi ini sangat membosankan, gaada yang bisa kuganggu. Mau ganggu mama yg berkebun pun pasti dimarahin:((","1"
"peachlixi","2021-10-25 03:12:14","@rnjunchnle Pengin beli ini buat sekolah offline soalnya bateraiku boros bangettt 😔 https://t.co/CmFaPjWlJO","1"
"adnyahadid","2021-10-25 03:08:59","Kekurangan sekolah offline sakit pinggang cug, cape duduk mulu","-1"
"realwoka2","2021-10-25 03:07:49","@teenyumd @sy4sh4kh4 gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌","1"
"Askrlfess","2021-10-25 03:02:38","[askrl] spill outer yang bagus buat seragam sekolah, dong
mau offline nih 🤩","1"
"AsinuriahcZ","2021-10-25 03:02:23","Knp sekolah offline tuh klo istirahat bentar bgt😭 bekel gua gk pernah abis klo bawaa😭 https://t.co/qDmrVh5j5h","-1"
"kingofnamjoon","2021-10-25 03:01:43","@_cimory Nggak, sekolah offline sudah pulang","0"
"yeonjunaidi","2021-10-25 02:58:19","@convomf gue juga lebih ke sekolah online sih tapi gue ngerasa perlu untuk offline biar lebih berani karna sumpahh selama online gue jadi lebih kayak kurang pd trus takut buat bersosialisasi. makanya gue selalu bilang kediri sendiri LO HARUS ADA PERUBAHAN😭😭 gangerti jga ama diri sendiri https://t.co/MbmpcsvlJA","1"
"Jihanijjyan","2021-10-25 02:56:21","gatau aja yg lulusan c word pengen balik sekolah offline","1"
"sirnatha","2021-10-25 02:55:36","mager bgt anying sekolah offline","-1"
"cxnnamon","2021-10-25 02:50:45","adek gue pada sekolah offline, gue di rumah ga ngapa ngapain kuliah jg baru tar sore. berasa pengangguran anjir","-1"
"adorablehikaru","2021-10-25 02:49:21","@mashiikaru daring tuh sekolah online klo ptm pelajaran tatap muka jd offline gtu, emank km sekarang ga kuliah kh kok berkeliaran","0"
"jxxmint","2021-10-25 02:43:36","@bertanyarl gue bngt kalo di sekolah😭mana kelas gue ganti jadi ga nyampe sama wifi sekolah sad bgt akhirnya cuma buka galeri, atauga main game offline😭","-1"
"salturnuss","2021-10-25 02:41:35","sekolah offline 2 jam gerah banget anjir, mana gaboleh nyalain AC","-1"
"jaeclownx","2021-10-25 02:39:28","@convomf Sekolah offline berasa latihan militer","-1"
"xixiclass","2021-10-25 02:38:29","@convomf BETUL setiap sekolah offline bawaanya panic attack terus, bagusan online jdi rada tenang","-1"
"_gabrielprince","2021-10-25 02:36:53","@busifess iyaa nder kynya pada mulai sekolah offline","1"
"NEunhwi","2021-10-25 02:32:48","Jujur ya pas sma tuh kan gua 1,5thn ke potong Corona jadi online, emng enak sih online tapi lebih enak offline. Karna beneran kerasa bgt sekolah nya terus juga jadi punya kenangan gtu deh, klo bisa SMA lagi gua juga pengen Anying rasain jadi agit","1"
"jakegf__","2021-10-25 02:32:46","kalian udh masuk sekolah offline blm?","1"
"dheamtrd","2021-10-25 02:31:47","@LJmanager IYA KAK
Ini aku expo gitu kan, dari univ sm bimbel. Trs emg ada jadwal kita dtg ke sekolah. Aku kira expo nya bakal offline kl kita ke sklh, ternyata sama aja, ttp join zoom🧘","0"
"08DOVERIYEs","2021-10-25 02:29:27","@schfess dua duanya sih. online lebih ringan, materi ga nyampe kepala, tapi ada banyak waktu buat searching kembali materi yang diajarin. offline berat, tapi materinya masuk otak, cape setiap pulang sekolah muka selalu pucet...","0"
"bbrighttsna","2021-10-25 02:19:49","Hari nie kalian pda sekolah online atau msih offline?","0"
"Fahrisquirt","2021-10-25 02:18:34","untung beberapa masih online kalo offline udah jadi korban bullyan nii fans MU di sekolah","-1"
"allbiraa","2021-10-25 02:17:38","Hii moots!! Kalian udah mulai sekolah/kuliah offline ga? Aku ke kampus cuman buat praktikum 😭","0"
"jimnxpark","2021-10-25 02:16:45","@ilenoirr Sekolah offline","0"
"PJSXXHRJN","2021-10-25 02:10:49","sekolah offline, biasanya jam 06.20 udh berangkat, tpi tdi jam 06.39 baru bangun(lagi), bisa""nya udh bangun jam 04.40 malah tidur lagi,hadeh tolol banget dh😮‍💨untung kaga telat","-1"
"mrozaann","2021-10-25 02:04:13","Males bngt sekolah offline","-1"
"A_Jang31","2021-10-25 02:01:24","@A_ChristyJKT48 Kalo sekolah offline udah ketinggalan bus sekolah nih","0"
"killedbyJe","2021-10-25 02:00:23","@haeeeedarrrr Ngga,soalnya aku jawalnya sekolah offline","1"
"tataehoonie","2021-10-25 01:54:54","morning semuaa!!aku sekolah offline today,kalian gmn?daring/offline🫂","0"
"tarenjunct","2021-10-25 01:50:48","@convomf Makin kesini makin males sekolah offline anjir","-1"
"hrnjuunn","2021-10-25 01:49:17","gue mau sekolah offline","1"
"nanajaemin2713","2021-10-25 01:48:32","@rjchanyxw Sekolah Offline, udah nih😁","0"
"jensmalfoy","2021-10-25 01:47:49","FR sekolah gue gajelas bgt anyink, masa mau dibotakin 😭 mending offline aja kalo gitu 😭 https://t.co/WqPFLw3tok","1"
"zhangrina93","2021-10-25 01:45:39","@txtdarigajelas Emang mendingan sekolah offline dah, onlen gini jd ga ada adab","1"
"melodicallight","2021-10-25 01:44:25","aku mah dari awal dgr bakal balik sekolah offline langsung ga tenang hati https://t.co/MZV86y2gwk","-1"
"todayiswinter28","2021-10-25 01:43:56","@imnoturfavv_ Eyy... Kamu sekolah offline yyy? Wkwkwk","1"
"nataegurll","2021-10-25 01:43:07","@sopechive Sekolah sih, but tidak offline hehe","0"
"_gabrielprince","2021-10-25 01:40:31","aku close dulu sampe nanti siangg soalnya hari ini sekolah offline😃","-1"
"renjunhloml","2021-10-25 01:35:46","@rhmrnjn belum offline nih:( SEMANGAT SEKOLAH OFFLINE NYA YAA !!!","1"
"akuantariksa","2021-10-25 01:34:59","@schfess Campur aja sie kayak sekolah ak
Seminggu 2 kali offline sesuai jadwal masing², dicampur online buat mapel yang dirasa ga terlalu penting di kejuruan (kayak pkn, sunda, dll)
Jadi offline tuh fokus di mapel penting kayak mtk sama mapel kejuruan 👍🏻","1"
"selatasn","2021-10-25 01:33:06","sebenernya selama satu jadwal sama bestie ya, sekolah offline tuh asik https://t.co/7IACawjKw9","1"
"ItsHanjis","2021-10-25 01:31:59","Kapann aku sekolah offline? 😭😭😭😭😭","1"
"etcernity","2021-10-25 01:28:53","@convomf giliran online katanya pengen offline, pas offline pengen balik online. ga usah sekolah aja yuk bisa yuk","0"
"cloudgoogie","2021-10-25 01:22:50","pada sekolah offline  ya?","0"
"asdfghjaehyunn","2021-10-25 01:22:09","sekolah offline day 1 banyak jamkos nya","1"
"bertanyarl","2021-10-25 01:20:02","tanyarl kalian risih ga sih kalo misal temen kalian ngomong gini? (konteks: sekolah adain event, ada 3 kegiatan beda dan setiap murid pilih 1. eventnya wajib dan offline sedangkan sekolah masih online) https://t.co/dJXaxq4zue","0"
