"username","tweet","label_sentimen"
"cintyafelicia","Plis deh anak saya baru juga girang , pagi saya pun tenang karna sekolah tatap muka sudah normal berjalan. 😢😢😢 https://t.co/bXkTjAczWd","1"
"serzlyn","terus saat pandemi udah mulai reda, sekolah udah offline dikit dikit baru deh.. agak sulit adaptasiin fisik sama mental yang sebelumnya loyo dan santai santai aja","-1"
"sarah_ftrm","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/bnaoYchFdr Kader PDIP Bersama Puan","1"
"wndrfljay","@OONAJAEMlN kayanya karena udah mulai sekolah offline full sih kecapean 😓","-1"
"Adkfebriana","WaspadaCacarMonyet duhh yaampun ini konspirasi apalagi weh abis covid terbitlah cacar monyet yang gejalanya 11 12 huhuhu aku mau sekolah offline weh udah capek","-1"
"notbeautybutidc","@sbmptnfess Engga ga gt :) lebih santai jamnya dr pd sekolah, kalo online sih enak. Kalo offline bakal bolak balik","-1"
"1304folders","yak mpls+acara sekolah offline","0"
"enbilstuds","pas online ujian di sekolah ku make quizizz 10 soal. sekarang offline tetep make quizizz 30 soal 😭😭😭","0"
"levviossah","padahal udah sekolah offline ya, tapi masih ada tugas bikin video krn waktu buat presentasi ngga cukup😀","0"
"mowchaccino","ANJING KOK SEKOLAH LAIN PADA WISUDA OFFLINE, ADA YG JALAN JALAN KE BALI JUGA","-1"
"seodaalmi","kakak kelas nder, pastinya waktu masih sekolah offline. makanya skrg jaman online sy jomblo🙏🏻 https://t.co/Cz4bqHaAAE","1"
"jnkmlk1","@A_ChristyJKT48 morning njel, semangat buat sekolah offline nya","1"
"__0314ji","@literarybase Tiga 😭 efek sekolah mulai offline trus ga pinter bagi waktunya","-1"
"haloacaa","@mbnyu Kamu tidak sekolah offline","-1"
"Lindawatioke","#WaspadaCacarMonyet ini konspirasi apalagi weh abis covid terbitlah cacar monyet yang gejalanya 11 12 huhuhu aku mau sekolah offline weh udah capek ngang ngong ngang ngong, ett tapi tetep waspada ya gengs jangan sampe kecolongan lagi.","-1"
"dokyeongchu","di kelas berasa banget circle2an nya.. sebenarnya di smp circle juga sih tapi rasa2 nya masih bisa nimbrung bareng. tapi SMA bikin kangen sih, apalagi kmrn kepotong pandemi coveed. kalo lewat SMA suka sedih ngebayangin masa2 pas masih sekolah offline 🥺","1"
"ceriboomm","Buat kalian yang kerja, sekolah, kuliah offline #TetapSehatPakaiMasker ke luar rumah beraktivitas tetap pake masker ya, jaga kesehatan supaya jauh dari hepatitis akut #LawanHepatitis","-1"
"frontmudarev","Dengan demikian FMR Surabaya mengajak kawan semua yang ingin mencapai sosialisme untuk mengikuti Sekolah Politik Sehari kami. Sekolah ini akan berlangsung secara offline.

#sosialisme #sekolah #politik #revolusioner #mahasiswa #pelajar #buruh https://t.co/j7nknOBUOB","0"
"karnocart","asik bgt sekolah offline mau","1"
"candles0ut","baru aja agak bebas boleh buka masker kalo ditempat yang sepi, terus sekolah juga udah sering offline eh ini malah muncul #WaspadaCacarMonyet https://t.co/FXsg4AYSJM","1"
"Milla_kmla","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/MpdZvEeof2 Kader PDIP Bersama Puan","1"
"thamrinolymcup","@djakartafess haloo kakk kebetulan sekolah kita mau ngadain pensi offline yg gs nya ada the overtunes nii😍😍😍 kalo minatt bs bgt click link ini yaa kak ➡️ https://t.co/RQeJRYFxBo https://t.co/cT1G7J2Ppq","1"
"trfblue","@Askrlfess saran gue nder dateng ke sekolah langsung, karena di verifikasi datanya kayanya secara manua, gue aja td siang gitu, daftar hari senin ga di acc, akhirnya daftar offline langsung ijo trs dikasi kertas pendaftarannya","0"
"MuhamaddienA","Main bola, Futsal, dan Les bisa dibilang pengalihan terbaik selama darimg sampe ga sadar sekolah udh offline lagi, kaget si sebenernya setelah sebelumny berfikir bakal online sampe lulus","0"
"Ayu_Destria","Biasa aja 🙂 sekolah offline cuma bentar
Jadi gak terlalu banyak kenangan https://t.co/t0fb00vnHt","1"
"happydemit","WKWKWK ANJIR YA NIH GUE MAU MENGELUARKAN KELUH KESAH.. dan mau bertanya.. ini cuma sekolah gue doang yg ujiannya udah offline dan pake KERTAS LJK??? jujur 2 tahun sekolah online ga ada yg msuk otak😭 jd maaf bgtt shock tau2 pake ljk","-1"
"mrshananto","Sekolah internesyenel (pdhl gak internasional juga sih 🤣) kurikulumnya blablabla.

Ini kl mau periksa2 ya.
Bisa jd alternatif sekolah utk yg pengin ""ngerasain"" kurikulum yg mirip2 dg sekolah anak gw.

Blended learning offline/online. 
https://t.co/uWJY2iMvJh","0"
"meunarih","@darlanamericano Tidak adil! Tapi gapapa sih yang penting bisa sekolah SMA mau 3 tahun 😭👍🏻. Tapi kalo buat yang dari awal online ke offline susah banget tau. Jujurly aku nyaman online","-1"
"soyrrow","I hope everything gets better setelah sekolah offline di mulai kembali. Sedih kalau harus kehilangan juga😭","1"
"jambang_cukur","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/EjfqQJnI5s #FestivalKopiTanahAir Puan Peduli Petani","1"
"faranisasky","@armyfess_ AGAK SUSAH NAIKNYA 3. INI DURASINYA HAMPIR 5 MENIT, DAN DURASI TUH NGARUH KE VIEWS 4. GAK SEMUA ARMY NGANGGUR, MUNGKIN DULU JAMAN DYNAMITE SAMA BUTTER CEPET BANGET KARNA MEREKA JUGA WORK FROM HOME YANG SEKOLAH JUGA DARING GAK OFFLINE","0"
"iniakunstudy","@seoulcanada adaa, di dom aku online tapi berangkat sekolah. Cuma di sekolah aku yang pake kertas dan bener"" offline","1"
"annisast","@mrshananto Kemarin pas teh Wina di Bandung aku bilang suamiku “aku belum semangat kerja deh, orang-orang masih liburan, ada yang di Bandung, Jogja, Singapur”.

Lalu menyadari LAH NGGAK LIBURAN KARENA ANAK UDAH SEKOLAH OFFLINE KAN 🤣 Piraku teu sakola demi liburannnn 🤣","0"
"lovvvgirls","gatau gimana ntar PAT offline di sekolah udah pasrah sama nilai na , mau nangis aja 😔","-1"
"dyophineeeee","@WEBCOMICFESS MEREKAAA kek kalo liat mereka jadi kangen masa masa sekolah offline dulu duh 😞 https://t.co/dziz9cH91w","1"
"onionbie","ANJG CUYY klo sekolah offline ntuh mna di kls nya g ada wifi alias kls w diatas jauhh tu","-1"
"JMNF4IRIE","@jeonkoosparkle syukurlah.. hehehe ❤ iyaa ini lgi minggu PAT cmn bsok sudah beres jadi aman hehe.. habis itu cmn kegiatan sekolah online/offline 😔👊🏻","0"
"sandi_hrwn","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/sFdjy02Tzc Puan Peduli Wong Cilik","1"
"pxstlvy","KANGEN SEKOLAH OFFLINE ALSKSLSLSL 😭😭😭","1"
"kimminjeongiee","Bisa-bisanya sekolah lain perpisahannya offline sedangkan sekolah ku online 😔💔 sedih amat online t___t","0"
"wendi_stusna","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/y8YthmHWMe Kader PDIP Bersama Puan","1"
"wndrfljay","@jjayywoone kayanya karena udah mulai sekolah offline full sih kecapean 😓","-1"
"detikcom","Cek jadwal, syarat, dan cara daftar PPDB SMP Jogja 2022 Non RTO atau PPDB Offline Jogja selengkapnya di sini. Ada 2 jalur yang dibuka.

via detikedu  https://t.co/mkJbM41mdz","0"
"khoiruummah_id","Kembali Sekolah Full Tatap Muka, Yuk Siapkan Makanan Halal Thoyyib untuk Ananda! https://t.co/8lvVkImq8C","1"
"NANDa_undin","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/n2w46HiQuN #FestivalKopiTanahAir Puan Peduli Petani","1"
"user1226_aka","@VAXMPIRESBLOOD pindih sini ke sekolah ku, disini offline 🦸🏻‍♀️","1"
"convomf","💙 Kalian pernah gak si sekolah/kuliah offline trs ga mandi karna kesiangan?  Bru terjadi pertama kali di ak. :&gt;","0"
"hi_amell00","Kasihan murid gw, yang lain udah dibolehin ortunya sekolah offline tapi dia harus stay dulu dirumah dan ikut kelas online :((","1"
"RahmaChristyzer","@A_ChristyJKT48 Semangat sekolah offline nya angel","1"
"HambaAllah_411","Miris sekali pendidikan jaman sekarang 😥
Lebih mementingkan Gadged daripada Pendidikan 😤😤

(MF diusir) setelah setahun tdk sekolah karena saat daring tdk memiliki HP android, &amp; saat pembelajaran tatap muka tidak memiliki seragam &amp; perlengkapan sekolah
https://t.co/7yZvaxcXAh https://t.co/E8HseuK6MJ","0"
"yess1ca18","@rakaanime wahhh sekolah udah offline lg ya.. seneng atau ?🤗","1"
"uhtih_bksi","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/AzMeJh5cA5 #FestivalKopiTanahAir Puan Peduli Petani","1"
"Blue64998187","W kerja jadi tutor online dan offline. Nah, kalau musim utbk gini pemasukan bisa dapat lebih banyak dari bulan sebelumnya. Tapi kalau lagi lobus sekolah or lagi sepi ya pemasukan kadang sereeeet banget","1"
"VliveKpop","@A_ChristyJKT48 Cie sekolah offline","1"
"bocil_bauee","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/XLcp7WceSS Puan Peduli Wong Cilik.","1"
"Sansrwa","@ayya_cai Bukaaan 😭 ulangannya justru sore abis sekolah offline 😭","0"
"dhiratara","@catuaries Efek sekolah tatap muka lagi kali yaaa","1"
"zevyrst","@schfess kls 8 masih aktif2nya ngekpop dikelas wkwk belajar enjoy trus ada pembinaan ksn matik, ekstra tari jg aktif bgt tampil, kek gaada beban sama sekali

2019 awal SMA masih seru2nya mpls, pta, mopks, latihan paskib, sekolah offline &amp; fullday, tiap minggu pasti cfd😭😭😭","0"
"ratna_dwiayuu","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/bzSWLmuy65 Kader PDIP Bersama Puan","1"
"hohengg","@TirtoID apa karna sudah mulai sekolah offline mungkin ya","0"
"yoontangerineee","@ODZSSEUZ yg penting kitanya udah usaha streaming terus, kayaknya gak harus maksain harus di peringkat berapa, soalnya skrng kan sekolah udah pada tatap muka, lg ujian jg, terus yg kerja jg udah pada full wfo, makanya peringkat kita menurun, tp semoga aja naik lagi, semangatt myyy!!","0"
"karinanyeblak","@schfess kayanya offline sih nder soalnya kemaren di sekolahku banyak bgt anak smp sama ortunya dateng ke sekolah🤔 tapiiii gatau deng","1"
"ilovyangs","@mellifluous_ily samaaa dulu pas masih sekolah offline 😭😭😭","1"
"quotesseseorang","@txtdarishoppe Instansi pendidikan Indonesia sudah mulai aktiv, para pelajar sudah mulai sekolah offline. Saatnya punya sepatu baru,girls! Langsung cek linknya di bawah ya :)
https://t.co/gLFeY579pa","1"
"haeqalassofa","@A_ChristyJKT48 Cieee yang sekolah offline, semangat yah dan jangan lupa sarapan","1"
"Faridradrudred","@AREAJULID 2019 gua mau ngerasain sekolah offline eh ada si kopit jadinya sekolah dirumah dan akhirnya pas lulus kangen jaman² sekolah karena cuma ngerasain 1 doang sekolah offline","1"
"ssefnum","-rl kalo guru kalian nanya ""kenapa ga bisa sekolah offline?"" kalian bakal kasih alesan apa?","0"
"amazedenergy","@yeochinuri pokoknya dulu pas awal awal pandemi, kan kuliah dan sekolah offline. wkt itu aku sibuk tugas akhir dan kakaknya ini sekolah offline, wkt itu anaknya gk mau kerjain tugasnya padahal udah diminta sama gurunya, aku malah dilempar buku, dikata katain, bener bener sampe nangis anj😭🥹","-1"
"mnjahit","hows your day temen-temen?

kalo aku alhamdulillah di sekolah haha hihi terus 😂🤣 rate 100/10 dah! walau tugasnya sering bikin pusing tapi thats okay 👍🏻 i enjoy the process 🤍 minggu depan PAT offline di sekolah tapi metode online di hp, semangat all. kalo kalian gimana?","1"
"ggukietha","@convomfs lo bukan army? jadinya tl lo sepi. masalah heboh gk heboh sekarang udah bukan masa karantina. banyak yg udah kerja, sekolah, les offline. gak semua ny bisa ky dulu lagi. but bts &amp; army still the same. sama"" besar. tetap nguasain trending dan chart. fav lo gmn huhu? jgn salty y 😔","1"
"Ibupedia","Ayo absen, siapa yang sedang sibuk karena si kecil batuk-pilek?😅

Apalagi kalau bapil nggak hanya menyerang si kecil tapi juga suami bahkan Ibu sendiri huhu😔

Bapil memang lagi musim ya, Bu. Oleh-oleh liburan panjang kemarin ditambah anak juga mulai aktif sekolah tatap muka😭 https://t.co/j4KqbPpfvi","-1"
"wonuuyu","Gw kaget banget pas sekolah offline di tingkatan baru..

Kemarin ada dekel yang lagi becanda sama temen gw dan temennya, terus dia TWERKING DI DEPAN MUKA GW mana gw lagi duduk di lantai😭","0"
"radarmadiunweb","10 Sekolah di Kota Madiun Buka PPDB Offline
https://t.co/6XGGx1Eeo6","0"
"keniyagi","mau bilang u did great for this monday y'all. jgn lupa istirahat sama minum vitamin, terutama buat yg udh kuliah/sekolah offline yaa. gn yorobun 🫶🏻🫶🏻","1"
"flosyaza","@Kkiwatari rilll cuyy semenjak sekolah tatap muka jadi cepet ngantuk","-1"
"santia_tiaa","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/Rww4oQpTTK Puan PM","1"
"FileaAhmad","#WaspadaCacarMonyet ini konspirasi apalagi weh abis covid terbitlah cacar monyet yang gejalanya 11 12 huhuhu aku mau sekolah offline weh udah capek bgt gk kenal tmn satu sama lain, pokoknya kita semua mesti stay safe ya gais","-1"
"panggilshelaaja","@A_ChristyJKT48 pasti bakal seru dek, semangat sekolah offline nya dedek😻","1"
"aquiverylove","semenjak sekolah full day offline jadi ga sempet nge fangirl :(","-1"
"semangatlur","liat orang2 pada wisuda offline kok seru ya... sekolah lagi apa nih","0"
"lilcuteddy","@suneo138 Ibu, saya juga ada info jualan 😃🙏

Flashdisk SanDisk 32 GB 35.000 saja, harga pasarannya 50.000 ke atas lho, Bapak Ibu.

Cocok untuk WFO maupun sekolah/kuliah offline.

Silakan melakukan pembelian di Shopee selama persediaan masih ada.

Shopee: https://t.co/djBAuN9vxo https://t.co/iwCKk0CBjG","0"
"AXLDIGITAL","@StopPlandemit gw dikampung terang²an.. smpai anak saya yg SMA sempat tidak boleh masuk sekolah tatap muka 1 smester.. tp gw kan bukan tokoh.. hny orang udik yg kebetulan suka berfikir kritis..","0"
"liiooony","srkng tu lagi focus di bikin script gtu dan ya isiny revisi revisi revisi.. ayo bedoa semoga besok ga revisi, amin. 
yaudh si gtu aja.. soalny aku sekolah sampe jam 10, offline 100% anjrtt aaa
trus abis itu santai bentar, main game, dsb
jam 1-7 aku ngeberesin jurnal sm script 🤓","-1"
"jsiemennn","Pelaksanaan lomba Hardiknas secara luring atau tatap muka dilakukan di sekolah Cinta Kasih Tzu Chi. Dengan berbagai macam lomba, diantaranya: cerdas cermat, debat, menyanyi #HardiknasTzuChi","0"
"royalstie","📑 — 220521’s recap

like I said about 4 days ago(?) Kalo gue bakal bikin konten study progress, and here it is! Jadi hari ini gue sekolah offline dan sorenya langsung pergi ke sb buat ngerjain setengah homework gue yang udah mau numpukk.

Anw Happy satnight and rest well y’ll &lt;3 https://t.co/VahjqByAP7","1"
"kartika_sur","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/53dXGXnMjJ Puan PM","1"
"merdekadotcom","PPKM Level 1, Jabodetabek Terapkan Belajar Tatap Muka di Sekolah https://t.co/238IJJUZy2","1"
"VsoCool_","Harusnya hari ini udah selesai PAT, tapi karena kemaren jumat gak masuk gue harus susulan. 

Susulan MTK Besok, Jam 8 pagi di sekolah (offline) 
Do'ain semoga gak susah","1"
"mrijallll_","Tak dungakno mben sekolah offline e lancar,seger waras,","1"
"senflouer_","@schfess kalau di Brain Academy, kamu bisa semester 1 belajar mipa dulu (buat pelajaran sekolah). nanti pas udh smt 2 dan intensif utbk, kamu belajar soshum.

brain academy itu bisa offline juga kok nder. itu tempat les offline nya Ruangguru.

klo mau tanya2 lebih detail bisa dm akuu","0"
"convomf","💙 maaf jadi curhat di base, bingung mau cerita ke siapa ☺ anw ini ujian offline ya, di sekolah https://t.co/PwcWDC0yX5","-1"
"cyjcarts","@943eternal KAAKK SEDIH BGT JUJUR AKU JUGA KANGENN BGTT tp aku udah mulai sekolah offline, jadi ga banyak on twt. mingdeo juga udah mulai ujian kenaikan kelas huhUhuH t___t","-1"
"abcsaurus","gara2 udah masuk offline gue merasa belom puas woyy sekolah di sini. gue masih pgn pake seragam, gue pgn belajar sm ngerasain PAS lagi, gue pgn modusin crush, gue pengen art show, pengen jabajo jugaaa :(","1"
"Jasa_tulis_edit","@recehtapisayng Hai gais!!🥰 siapa nih yg selama sekolah offline dpt tugas banyak bgt? kami menawarkan jasa joki tugas nih! kami menawarkan beberapa pilihan joki yang dapat meringankan tugas teman-teman🥰 

mau nanya2 dulu? boleh bgt! Silahkan kunjungi website kami😊
📌https://t.co/KScE1assAp📌 https://t.co/v8ZknBYMeJ","-1"
"LuluPadilah2","Semangat sekolah offline nya dek @A_ChristyJKT48 🤗💙","1"
"rakaanime","@yess1ca18 Iya semenjak covid menurun atau menghilang, anak sekolah juga udah mulai rata2 masuk offline. Bikin tambah jalan macet 🤣","-1"
"bontang_post","Satu-satunya sekolah jenjang SMA/SMK yang pakai skema offline https://t.co/5ZtsmgynnS","1"
"mikha_david","Ciee sekolah offline, semangat juga sekolah toy @A_ChristyJKT48 
#ChriStory","1"
"sadsiex","@ohmybeautybank Asli dah, aku beli ini offline nagih bgt sampe pengen ngoleksi, kesel knp ga dri jaman sekolah nemunya🙂","0"
"melani_badri","@rahmatyp_ @bhulukhuduktv Gays di sini ada yg nyari tiket im day 1 vip gk harga sesuai web kok Rp 200.00  tiket aku pengen aku jual soal nya dpt kabar dri tempat ngajar sekolah ku di suruh masuk offline jdi aku gk bisa klo ada yg nyari tiket bisa DM aku ya makasih banyak","-1"
"youngatheartme","Dear Kak Min @infomalang  dan Tweeps. Mohon info, tempat beli tas sekolah untuk anak-anak yang offline. 🙏","0"
"cicisacici","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/LjQYeRbnSx Puan PM","1"
"twit_farid","harusnya dah banyak yg jual hape laptop karena sekolah kembali offline","1"
"roycotenkai","@schfess Sistem cbt itu pake wifi lokal sekolah, nah wifi nya itu ga bisa buka web lain kecuali web ujian

Kayak dibuat offline :"")","0"
"SelametPujiono1","@SimbokeSarah Apakah di Sekolah2 sudah ada lagi Pelajaran PMP mbok??
Ngapunten, sejak jadi pengasuh Keluarga, offline mapel Sekolah Mbok🙏🙏🙏🤭🤭🤭","0"
"convomf","💭 masuk sekolah ga tau apa apa, tbtb uas nya offline 😭😭😭😭😭","-1"
"Elmi97Nugraha","@shawtyhyzfr @masbiandisini @andreayudias @YogiManaLagi11 @tvindonesiawkwk Tapi kalo misal emang 1 tahun gak ikut pembelajaran, kenapa dari pihak sekolah gk datang buat nyari tau kenapa anak ini gak ikut pembelajaran bukan pas udah sekolah offline atau pas ujian malah diusir","-1"
"kenstudyy","@kathleenalea pengennya sih gitu 😭😭 kemaren sekolah offline aja cuma 4 jam 🥲🥲","1"
"lillttleef","dijuaaaaal sepatu ventela 70s low black, cocok dan sangat rekomendasi buat kalian yg mau kuliah offline atau sekolah offline🥰🤗🤗 udah ada shopeee nya ygy https://t.co/RI3WJeNrmd","0"
"cips_id","Sekarang sekolah telah memberlakukan pembelajaran tatap muka (PTM) sebesar 100%, setelah 2 tahun lebih para murid belajar jarak jauh &amp; hybrid. CIPS melakukan survei kepada 300 lebih orang tua murid terkait kebijakan pendidikan selama pandemi berlangsung. https://t.co/kcAJYY8oyD","1"
"mrsyjw","tau ga si setelah gue masuk sekolah offline trs belajar kek biasa ya… gue merasa lebih pinter karna ngerti sama materi nya kek wow anjir gue pinter 😭😭😭😭","1"
"gosulselcom","Digelar Serentak, Disdik Gowa Pantau Ujian Sekolah Tatap Muka SMP - https://t.co/z4CrjCskih https://t.co/uQZmMAtahU","1"
"danzthepublic","@A_ChristyJKT48 Cieee udah sekolah offline, semangatt sekolah offline nya christy","1"
"andinirizkia_","@bianlovesnana nyaman banget gasi onljne gitu :(
Aku yang udah sekolah offline dari april kayak ya ampun gakuat tsay. Mau balik online lagi 😭😭","-1"
"saturnlunez","@senjatanuklir sekolah offline agak cape tp aku seneng jalaninnya jugaaa aku bisa mam cilok kuah sambil nonton anime tu fav aku!! kak ayoo cobain cilok kuah deket rumahku wkwkwkwkw keknya 1 dunia harus tau T____T","1"
"AnnisaHuriarto","Alhamdulillah sejauh ini anakku selalu semangat sekolah. Mulai new normal setiap pagi ditawari mau online atau offline selalu pilih offline.

Setiap semangatnya turun dikasih pilihan boleh berhenti sekolah atau pindah sekolah, jawabnya mau terus sekolah disini aja 😊","1"
"collegemenfess","[Cm] Ujian kyk UAS/UTS offline bisa nyontek ga si kaya jaman sekolah gitu? Jgn di salty cmn nanya aja.","0"
"lykygsgf","@subschfess campur². ada senengnya, cnth kl ketemu crush di sekolah jiakh, ada tegangnya, cnth ulangan offline, ada sedihnya, cnth pas mau ulangan tp sadar diri kl gada materi yg masuk alias anjeng bgt, w ngerasa bodoh bgt loch, ada stresnya, cnth saat memikirkan harus lanjut kemana hbs SMA","0"
"fitritash","Para buibuk di grup kelas pas ada pengumuman tahun ajaran baru sekolah full offline https://t.co/ou1cddvMds","1"
"namaakumero","@fdlyrobby_ kyknya ngikutin jam sekolah offline kak","0"
"mautatiiiwwwaja","Dipikir-pikir, buat bulan depan aja berarti udah ada agenda ngajar di sekolah, ngajar buat les private, penelitian dosen, tim akreditasi nasional dan internasional, belum lagi kalo pkm pendanaan, agenda proker offline himpunan, dan kuliah udah tercium bau-bau offline nya...","0"
"iniakunstudy","@jihijijjj offline, cuma sekolah aku yang pake kertas tapi mereka malah bawa hp. KESEL GA SI?","-1"
"elexmedia","Pembelajaran Tatap Muka (PTM) sudah mulai dijalankan. Saatnya Ayah Bunda mempersiapkan kesehatan fisik dan mental si kecil untuk kembali ke sekolah.

Yuk, ikut diskusi ""Pentingnya Kesehatan Anak Menuju PTM"" dengan dr. Citra Amelinda, Sp. A di IG Live BESOK. Catat waktunya ya! 😄 https://t.co/zK159HCCrl","1"
"Biekth","I DID IT✊🏻

3 tahun masa MA, 2 tahun aku habiskan dengan sekolah online, dan itu beneran GAK MUDAH.

selama SD dan SMP aku tu selalu peringkat 3/5 besar, paling rendah 10 besar. tapi gara-gara sekolah offline, aku sampe terancam gak naik kelas :) https://t.co/0KyZIwCpIy","-1"
"knockemsteve","@chawvezz Sekolah offline 😕 yg libur emg besok libur apa weg","-1"
"bonwten","jujur aja semenjak gue sekolah tatap muka gue seneng sekolah di DM, mereka jarang banget jamkos apalagi mapel jurusan terus neranginnya gue paham gitu","1"
"siti_fatmh","Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/1mH4t0Xcru Puan Peduli Wong Cilik","1"
"sungchanscartt","@ruruorenji GAPAOA AKU ADA SEKOLAH OFFLINE BIAR LEBIH RAJIN (gatau juga si)","1"
"wencod","Hari terakhir sekolah, padahal baru 1,5 bulan tatap muka. Pas anaknya mulai seru sama teman2 dan guru2nya, eh mau naik kelas nih 🥲❤

Salut bgt sama guru2 TK, hebat ciptain bonding sama muridnya, padahal selama ini banyakan online.","1"
"BikinPabrikID","@IndraMahardhany @Kemdikbud_RI Kurang pas kl bertanya spt ini ke Kementerian. Kebijakan buka kelas diatur oleh pemkab/pemkot masing2, diterapkan mll Disdik ke sekolah2. Coba bicarakan dengan pihak sekolah. Pertengahan/akhir 2021 sdh banyak yg ofline dg prokes. Smg bisa sgera offline kembali. Itu menyenangkan👍","1"
"Morelia480","@jjeonghanieyo Tapi enakan offline sih materi lumayan bisa dimengerti meski capek banget pulang sekolah","1"
"Rafi9021_","@A_ChristyJKT48 pagii jugaa.. pastii dong🤗
kamuu juga semangatt todayy, semangatt juga sekolah offline nyaa😝💙🐟","1"
"kalens_","@A_ChristyJKT48 Semangat sekolah offline nya..","1"
"fadhilahrzkn","walopun bukan anak sekolaan, gua turut merasakan hikmah dr dimulai kembali belajar tatap muka: banyak kang jajanan!
yep. the perks of rumah samping sekolah wkwkw","1"
"lildy96","sekolah gue ulangan nya offline 🧎🧎🧎","0"
"kyeomoca","@coupsmin eh kemaren aku juga gitu tau pas mulai sekolah offline pasti pas pulangnya langsung tepar tidur, aku libur hari ini!!! jadi kerjaannya nonton doang deh","-1"
"safihalal","Circle kalau sekolah offline full day
- enggak tidur siang
- enggak minum kopi
- habis isya ketiduran
- pukul 11 bangun
- produktif sd pukul 2","1"
"kaxmisato","@potazziumz sebenernya kasian. gatau kenapa, mungkin karena sekolah offline dan mereka lebih bnyk ngabisin waktu di socmed, dan ya....jadinya begitu. dan parahnya mereka malah nyontoh yg ga baiknya.","-1"
"813diaries","@yuekias SOALNYA AKU BLM OFFLINEEEEE x____x kamu selasa sekolah offline gak!!","0"
"sbyfess","pagii -rek barangkali ada temen2 yg masih sekolah disini dan cari2 tempat bimbel untuk persiapan Tahun Ajaran Baru nanti.

boleh bgt jadiin Brain Academy Offline sebagai opsi. bisa tanya2 @senflouer_ untuk info harga, dll nya yaa👍🏻 matursuwunn https://t.co/tEHZtizD2r","0"
"hydoni","@catuaries Mungkin salah satunya sudah banyak mulai offline sih. Baik sekolah/kursus…","1"
"parhjisung","aku mau tidur dl, soalnya besok sekolah offline😩 btw maaf ya karena twitan ku tdi yg bikin kalian galaunya tambah brutal &amp; menjadi2. jgn hujat saya ka😁😁🙏🏻","-1"
"catanisme","@Askrlfess Efek dari sekolah kuliah online, yg harusnya dapet ospek jd ga kena ospek.
Yg harusnya dpt pelajaran sopan santun etika dgn tatap muka jd ga dapet.","1"
"JUALAN_BASE","Yang udah mulai sekolah/kuliah/kerja offline pasti butuh banget flashdisk ✨

Flashdisk SanDisk 32 GB new 35k aja nih, harga pasarannya 50k ke atas lho. Bisa langsung CO di syopi 😃 JB https://t.co/L8CaKsIsfK","0"
"dprtmas","@A_ChristyJKT48 Si paling sekolah offline nih
Semangat nona 🔥 https://t.co/IEVFGrr32W","1"
"linosrei","@chriisthetic oemji kukira gaada yg notice 😭😭😭 iyaaa kmrn2 itu lagi overwhelmed sama rl jadi bener2 jrg buka hape selain buat sekolah, sama belajar juga sih mau ujian wkwwkkw SOALNYA UJIANNYA OFFLINE JADI TAKUT 😔💔😭","-1"
