username,tweet,label_sentimen
jaespeachs,"dulu pengenn bgt sekolah offline, pas denger kabar bakal belajar offline yaa seneng dongg, tp skrg pas offline malah pgn online lg, soalnya suasana nya kok freak gt yh🙂🙂🙂",-1
dicylight,"@Fleaurde_bleau sekolah offline, hbu?",0
shatoyuu,"@JapanMerchFess iya diksih semenjak msuk sma, trus jg kan skrg udh sekolah offline",1
akunikutGA,"@jaemcityx Bismillah bisa di gedor makji juga hehe, lagi ngumpulin duit nih makji buat bayar utang mama😁 sama lagi nungguin kalo ada rejeki tambahan mau beli novel dan peralatan sekolah adek yg udh offline",1
xyosh_1,@lovelyshi__ Jangankan kantin sekolah:) sekolah offline aja belum dibuka,0
dubucityx,"– today's mail!
kali ini today's mail nya bukan pc tapi hand sanitizer renjun buat sekolah offline anjay😍😍lucu banget pas datengnya+safe packing and another yupi for freebies🤗🤗 https://t.co/dMPLgCHkYB",0
coklatpocky,@tinfrtn sekolah offline tp terbatas,1
ybchan_i,@chanwonseong Sibuk diriku chil sekarang udh banyak sekolah offline jadi harus visit ke sekolah langsung..tetep on kok cuma ya kadang malam hehehe,1
buluketeknyjeno,@jaemcityx iya mak mana sekolah offline 😭,-1
ChannChan_,"Pengen sekolah offline yg full gitu deh 
T^T",1
novalianaaja,"@dewapuci @PAClearning Kantor + sekolah ud mulai msk offline, pusiang Bu.
Semoga gak kejadian",-1
taehyungkohl,"@convomf Bersyukur, itu yang bilang mau online aja egois kalian, gua malah bersyukur bgt dengan adanya offline lagi walaupun 2 pekan sekali, adek gua sekarang paham berkalian dikit-dikit, tolong lah ngertiin yang lain, kan ada juga tuh di sekolah di kasih surat ketidaksiapan offline...",1
IchaVarma,"@dewapuci Waduh, adekku dah masuk sekolah offline",-1
piaaa_____,Sekolah deket rumahku udah offline dan aku baru tau karena terlalu lama bersembunyi di dalam rumah (:,1
cherryb717,@lleechanie cieee sekolah offline yaa?,1
sxtarla,bisa gk sih sekolah offline online sesuai mood 😭 https://t.co/TtI1SFKAWN,0
mahiftto,Gemes banget ponakan udah mulai sekolah offline,1
ipehmalik,Di antara heboh kerjaan dan anak mau sekolah offline tuh… 🤯🤯🤯🤯🤯,1
pickstarjie,@rnjunchnle Ngantuk tapi harus sekolah offline😭,-1
cityelights,@convomf Dah sekolah offline kh??,0
nitend0o0n,sumpah pengen sekolah offline biar dapet sanguu😭😭,1
BELEKMATAJUYEON,"@convomf Offline class rasa nya ga kaya sekolah biasa, gaenak anjr 😭😭. Ngobrol gabisa, terus di gw juga gaada istirahat jadi emang cuman belajar terus pulang. Mau ngobrol sama temen duduk nya jauh jauhan, terus mana kek orang budek kalo mau ngobrol . Dahlah pengen offline aja 🙏🏻",-1
KTanjayasri,@slrvrqueen Emng sekolah lu udh offline??,0
Nawaxena,@peachgirlllllll Gimana Aii? Seru kan sekolah offline?,1
luvyourv,"@convomf Padahal enak sekolah offline, kmrn pas w ngambilin raport adek tiba2 jd flashback masa sekolah dan itu seru bgt woeeeee😭 kalo ada kesempatan pingin balik ke masa2 SMA😭",1
lollipolyyy,"Heran liat anak sekolah yang sekolah ga pakek masker trs keluyuran. Jgn karena sekolah udah offline jd beranggapan keadaan udah baik2 aja napa sih lol. Covid itu belum selesai, apasih salahnya ikuti prokes. Sementang aturan udah diperlonggar bukan berarti semua nya baik baik aja!",-1
taeyongtea,w udh sekolah offline tp pgn daring lg ahhhhh,-1
wad_wic,Sumpah kenapa pas sekolah offline malah numpuk woi tugasnya 😭😭💔,-1
jmwncityx,"@convomf online study offline exam, hebat banget sekolah gue",0
Ayrashirly06,@kayarayaaaaa @convomf Betul ntar d kasih online + offline sekalian siang malem sekolah apa gak meninggoy 😁✌,0
leleparkcityx,@yournangel belum kak lagi sekolah offline,1
ipickdino,re: sekolah offline,1
yunoxygen,jujur udah capek banget sekolah offline,-1
Preciouspolca,"@billkinp Pas masih sekolah offline 2019, di kantinku te jus udh 2k",1
Bahiyyihbae,@hiyykaruu Lagi kelas ? Sekolah offline kah?,0
cookiejjay,kalian lagi sekolah kah? online pa offline?,0
lonyyylove,"ini kaya nya indonesia sudah mulai normal ya, soalnya ada wacana sekolah sampe sore😭

bukan nya ga suka, bersyukur bgtt
tapi aku sukanya kegiatan online. alias belum lulus cuy, deg degan gue sidang skripsi nya offline😭😭",-1
burjeckk,gue yang gak pernah excited sekolah offline........... sangat mnyesal https://t.co/OE3sTDV3H9,-1
httpswnd,pengen sekolah offline anj,1
satifa07,"@convomf Bener anjir, sekolah offline cape bngt",-1
convomfs,🤍 kalian yg kuliah/sekolah offline klo lgi belajar kalian nyalain lampur kamar gak?,0
ltnelcy,"@convomf Offline malah kyk buang buang waktu, yg biasa nya bisa ku pake buat ngerjain tugas malah ada di sekolah. Klo misal guru nya masuk dtg jelasin materi gkpp, tpi masalahnya ada beberapa guru yg dtg cuma kasi tugas doang. Kadang ada guru yg tiap jam mapel beliau dipake bahas tatib😩",-1
byunniecon,"@jaemcityx pagii makjii, aku udh mulai sekolah offline dongg hehee",1
mpuyupuyu,"jujur y njir, aku ngga tau sekolah ku udah offline atau masih online 😭😭",0
SEO1610_,@songpoo_ dak jujur ga enak njr sekolah offline,-1
ariesvck,sama beli permen biru😭😭😭tdi bingung beli permen biru apa bubblegum tapi permen biru favku dulu wktu skolah offline ya allah kangen jajan sekolah dulu😭 https://t.co/1YdK7hGyGv,1
woocheekiesbin,@songpoo_ Udah mulai sekolah offline ya?,1
subschfess,sch! SEKOLAH SENDER HARI INI HARLAH OFFLINE LAGI TAPI SAYANG GA BOLEH DI UPLOAD. FOTO2 NYAAA T_____T,1
convomf,💙 kalian diijinin sekolah offline atau ngga??? kalo ngga alasannya kenapaaa,0
MyDear_Clouds,"@SeaHaee Tapi beneran sekolah itu sumber penyebaran penyakit ya...sejak sekolah offline, ga pernah tuh anak2 kena batpil..pdhl dlu bisa 2 bulan sekali gantian ke dokter gara2 batpil.. 😑😑",-1
liteurasi,@convomf Gua dah lama offline betah kok pengen dibikin capek sama bolak balik sekolah dari pada capek ga ngapa ngapain di rumah,1
sy4sh4kh4,"@lluvveerr gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌",1
sy4sh4kh4,"@keyshazzz gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌",1
yehdamnnn,"Aku bangun pagi lalu pergi ke kamar adek dan ternyata dia hari ini sekolah offline, lalu pergi ke rumah tante tapi duo monyet dah ke rumah temennya. Pagi ini sangat membosankan, gaada yang bisa kuganggu. Mau ganggu mama yg berkebun pun pasti dimarahin:((",0
peachlixi,@rnjunchnle Pengin beli ini buat sekolah offline soalnya bateraiku boros bangettt 😔 https://t.co/CmFaPjWlJO,1
adnyahadid,"Kekurangan sekolah offline sakit pinggang cug, cape duduk mulu",-1
realwoka2,"@teenyumd @sy4sh4kh4 gess aku mau bilang, ntar selepas 14/11 mungkin aku sudah gak bakalan aktif lebih tepatnya udah sekolah offline dan aku asrama,,ahayyyy,, masih lama sih

yaaahh kira kira gitu translate jametnya😌",1
Askrlfess,"[askrl] spill outer yang bagus buat seragam sekolah, dong
mau offline nih 🤩",1
AsinuriahcZ,Knp sekolah offline tuh klo istirahat bentar bgt😭 bekel gua gk pernah abis klo bawaa😭 https://t.co/qDmrVh5j5h,-1
kingofnamjoon,"@_cimory Nggak, sekolah offline sudah pulang",0
yeonjunaidi,@convomf gue juga lebih ke sekolah online sih tapi gue ngerasa perlu untuk offline biar lebih berani karna sumpahh selama online gue jadi lebih kayak kurang pd trus takut buat bersosialisasi. makanya gue selalu bilang kediri sendiri LO HARUS ADA PERUBAHAN😭😭 gangerti jga ama diri sendiri https://t.co/MbmpcsvlJA,1
Jihanijjyan,gatau aja yg lulusan c word pengen balik sekolah offline,1
sirnatha,mager bgt anying sekolah offline,-1
cxnnamon,"adek gue pada sekolah offline, gue di rumah ga ngapa ngapain kuliah jg baru tar sore. berasa pengangguran anjir",0
adorablehikaru,"@mashiikaru daring tuh sekolah online klo ptm pelajaran tatap muka jd offline gtu, emank km sekarang ga kuliah kh kok berkeliaran",0
jxxmint,"@bertanyarl gue bngt kalo di sekolah😭mana kelas gue ganti jadi ga nyampe sama wifi sekolah sad bgt akhirnya cuma buka galeri, atauga main game offline😭",-1
salturnuss,"sekolah offline 2 jam gerah banget anjir, mana gaboleh nyalain AC",-1
jaeclownx,@convomf Sekolah offline berasa latihan militer,-1
xixiclass,"@convomf BETUL setiap sekolah offline bawaanya panic attack terus, bagusan online jdi rada tenang",-1
_gabrielprince,@busifess iyaa nder kynya pada mulai sekolah offline,1
NEunhwi,"Jujur ya pas sma tuh kan gua 1,5thn ke potong Corona jadi online, emng enak sih online tapi lebih enak offline. Karna beneran kerasa bgt sekolah nya terus juga jadi punya kenangan gtu deh, klo bisa SMA lagi gua juga pengen Anying rasain jadi agit",1
jakegf__,kalian udh masuk sekolah offline blm?,0
dheamtrd,"@LJmanager IYA KAK
Ini aku expo gitu kan, dari univ sm bimbel. Trs emg ada jadwal kita dtg ke sekolah. Aku kira expo nya bakal offline kl kita ke sklh, ternyata sama aja, ttp join zoom🧘",0
08DOVERIYEs,"@schfess dua duanya sih. online lebih ringan, materi ga nyampe kepala, tapi ada banyak waktu buat searching kembali materi yang diajarin. offline berat, tapi materinya masuk otak, cape setiap pulang sekolah muka selalu pucet...",0
bbrighttsna,Hari nie kalian pda sekolah online atau msih offline?,0
Fahrisquirt,untung beberapa masih online kalo offline udah jadi korban bullyan nii fans MU di sekolah,-1
allbiraa,Hii moots!! Kalian udah mulai sekolah/kuliah offline ga? Aku ke kampus cuman buat praktikum 😭,0
jimnxpark,@ilenoirr Sekolah offline,1
PJSXXHRJN,"sekolah offline, biasanya jam 06.20 udh berangkat, tpi tdi jam 06.39 baru bangun(lagi), bisa""nya udh bangun jam 04.40 malah tidur lagi,hadeh tolol banget dh😮‍💨untung kaga telat",-1
mrozaann,Males bngt sekolah offline,-1
A_Jang31,@A_ChristyJKT48 Kalo sekolah offline udah ketinggalan bus sekolah nih,0
killedbyJe,"@haeeeedarrrr Ngga,soalnya aku jawalnya sekolah offline",1
tataehoonie,"morning semuaa!!aku sekolah offline today,kalian gmn?daring/offline🫂",0
tarenjunct,@convomf Makin kesini makin males sekolah offline anjir,-1
hrnjuunn,gue mau sekolah offline,1
nanajaemin2713,"@rjchanyxw Sekolah Offline, udah nih😁",1
jensmalfoy,"FR sekolah gue gajelas bgt anyink, masa mau dibotakin 😭 mending offline aja kalo gitu 😭 https://t.co/WqPFLw3tok",1
zhangrina93,"@txtdarigajelas Emang mendingan sekolah offline dah, onlen gini jd ga ada adab",1
melodicallight,aku mah dari awal dgr bakal balik sekolah offline langsung ga tenang hati https://t.co/MZV86y2gwk,-1
todayiswinter28,@imnoturfavv_ Eyy... Kamu sekolah offline yyy? Wkwkwk,1
nataegurll,"@sopechive Sekolah sih, but tidak offline hehe",-1
_gabrielprince,aku close dulu sampe nanti siangg soalnya hari ini sekolah offline😃,-1
renjunhloml,@rhmrnjn belum offline nih:( SEMANGAT SEKOLAH OFFLINE NYA YAA !!!,1
akuantariksa,"@schfess Campur aja sie kayak sekolah ak
Seminggu 2 kali offline sesuai jadwal masing², dicampur online buat mapel yang dirasa ga terlalu penting di kejuruan (kayak pkn, sunda, dll)
Jadi offline tuh fokus di mapel penting kayak mtk sama mapel kejuruan 👍🏻",1
selatasn,"sebenernya selama satu jadwal sama bestie ya, sekolah offline tuh asik https://t.co/7IACawjKw9",1
ItsHanjis,Kapann aku sekolah offline? 😭😭😭😭😭,1
etcernity,"@convomf giliran online katanya pengen offline, pas offline pengen balik online. ga usah sekolah aja yuk bisa yuk",0
cloudgoogie,pada sekolah offline  ya?,1
asdfghjaehyunn,sekolah offline day 1 banyak jamkos nya,1
bertanyarl,"tanyarl kalian risih ga sih kalo misal temen kalian ngomong gini? (konteks: sekolah adain event, ada 3 kegiatan beda dan setiap murid pilih 1. eventnya wajib dan offline sedangkan sekolah masih online) https://t.co/dJXaxq4zue",0
rjchanyxw,@nanajaemin2713 sekolah online offline nih?? btw udh sarapan lom?,0
rjchanyxw,@peachiesjeha sekolah online offline nih?? btw udh sarapan lom?,0
A_ciaaaa,Sekolah udh offline tpi masih ada tugas video. It's another level of pain🥲,-1
itsxsne,sekolah kalian offline atau online?,0
blvrriekarina,kalian sekolah offline atau online?,0
won_hanaa,"bener bgt anjir. udah nolep, gpunya temen disekolah lagi🥲. klo sekolah offline pusing bgt jujur https://t.co/sxUhqJCDzr",-1
husniibahaaa,"@HWidjanarka semangat guru memang terletak pada kehadiran muridnya ke sekolah seh,apalagi semenjak pandemi yang memaksa sekolah harus online, terus sekarang perlahan mulai kembali offline lagi rasane semangat mengajar langsung berlipat ganda. menurut ku seh seperti itu 😅",1
nanaxnia,sekolah offline/online?,0
turquoissee__,sekolah offline tidak seseru yang di bayangkann.... https://t.co/Mr1R79MP7J,-1
JAEH9797,@tennaddict semoga bisa sekolah offline lagi yapp,1
04EZHIKARU,"@abcdefriendlyz hlow, udh sekolah offline? semangatt 💪🏻",1
sunlychees,@E1O19 Offline apa online dah sekolah e? Tar gua udah bantu bikin alesan taunya offline,0
JAEH9797,"p t the m, siapa yang sekolah offline? https://t.co/bhjxl90Wso",0
jooniestudy,"Sekolah offline hari ini AAAAAA
Ak berapa kli bikin sekelas ketawa *pamer",1
Arove_Rhine,"Agree, jujur sekolah offline sekarang ga enak idk why https://t.co/CvyUTWqe9n",-1
jaeminebby,@TXTdariHunter sekolah online / offline?,0
SKZON3,"@H0URLYHAN MSLHNYA DI SEKOLAH SY TUH UDH OFFLINE.. CM SY SAKIT, JDINYA DARING",-1
peacyoon,eh kalian yang sekolah offline itu berapa jam?,0
renjunieez,@zhevaanee km sekolah ga? offline atau online nie?,0
SusiloPurnama1,"Sekolah offline,,, apakah sekarang saya tertarik?? Ohh tentu saja TIDAK.",-1
KAY6HSPCS,@sunflarfo semangatt ptm nya!! sekolah offline tp sesi 2 siang,1
lavienboo,mootssss kalian hari ini sekolah online atau offline? 🧐🧐🧐,0
gojorenzai,@boongimork pasti sekolah offline,1
faizalwahidd,sekolah offline panas👎,-1
yooyouha,@feylise ooh sama dong besok aku jg sekolah offline! semangat sekolahnya yaa,1
privthmn,"@bertanyarl lagi sekolah offline, tapi gurunya dari tadi gaada dan semoga jamkos wkwk https://t.co/AIMQh7Utcq",1
shewoops,"@omnnivora Bangun, sekolah, offline😌😌😌🙂",-1
swebtie,tgl 3 des bangtan konser offline gue sekolah offline tai,-1
encitijeen,kalian masih sekolah online / offline?,0
gladiolustae,"morning,dari aku yang sekolah offline 💛",1
pacarkuhaechan,@markliioon Udah🥰 dyaz udah sarapan belom? Hari ini aku sekolah offline 🤘 have a nice day too dyaz💗,1
VanBluesve,kalian udh ada yg sekolah offline kah?,0
nanapeaceluv,"@mathmallow Kalo ada class meet offline ntar yg bukan PO banyak yg jd korban buat ikut lomba, soalnya PO ga boleh ikut lomba di class meet. Kalo di sekolah ku si gitu, sekolahmu iya ga beb?",0
lcstymark,Pertama kli sekolah offline https://t.co/9VPDn5nlKY,1
rjchanyxw,@pearlforjeno_ sekolah online offline nih?? btw udh sarapan lom?,0
rjchanyxw,@sze_lxyc229 sekolah online offline nih?? btw udh sarapan lom?,0
rjchanyxw,@BucinnyaRenjun5 sekolah online offline nih?? btw udh sarapan lom?,0
rjchanyxw,@tenyuwmay sekolah online offline nih?? btw udh sarapan lom?,0
zannnnn_llop,"pagiii..
buat yg sekolah offline SEMANGAT YAA!!💗💗✨",1
rjchanyxw,@sunshinellaaa sekolah online offline nih?? btw udh sarapan lom?,0
rjchanyxw,@huangplanet sekolah online offline nih?? btw udh sarapan lom?,0
BucinBriann_H6,"@bonngbudi @_m0ndhs_ Hari ini aku kesekolahh, Kim sudah sekolah offline atau masih online Uncle?",0
ncityyjen,"@doycoungt HALOO RINN AKSKSUSJSNS YAALLAH, gimana kabarnyaaa??? dhh sarapan lummm?? hari ini sekolah? daring? offline? kuliah? kerja? apapun itu semangatt rinnn!!!",0
jjonghoberry,@y00_rina11 hyonk kao sekolah offline tdk,0
hwaniflrt,"Paling males sekolah offline kyk gini, mana cuman 6 org",-1
Nyiw10,@subschfess Aku malah semangat bgt sekolah offline 🥺,1
jeacminie,kalian hari ini sekolah offline/online?,0
fairysnowchae,asw besok sekolah offline,-1
subschfess,Sch! Males banget hari senin sekolah offline:(((( https://t.co/DqLGm9ozxs,-1
Bahiyyihbae,@sakmashiro Semangat sekolah offline nya dek,1
naechueog,@taesmileliketht bagian pjj aku. semangat sekolah offline nyaa !,1
caarinja,aku agy sekolah offline,1
angelfangss,"@RustyRov ya klo emang lu mau males malesan mending bdr sih dim, tapi mau kerasa gak jenuh trs seru mending sekolah offline 😄🧐",1
ruanxyoungeun,aaaaa aku sekolah offline,1
mhmdgeng_,aku yo ndak kuat nek sekolah offline:( https://t.co/kW9L7EwC5c,-1
convomfs,"kalian yang sekolah offline, pulangnya jam berapa? 💭",0
creatyvlio,sekolah offline/online?,0
reyysonance,"selamat pagi semuaaa
sekolah offline huft",-1
wndrfljay,@mcflurrychokoo offline tapi sekolah siang,1
qiannkun96,"@schfess Punyaa, waktu masih jaman sekolah offline, ak make lagu ini buat alarm😓🖐️",1
_eaJae__,@gabuniki Sekolah udah pada offline yak😭😭😭😭 kalo gurunya ganteng inget kata tukang ayam bakar,1
bubblegumbitcj_,"@miniecaa pagiii, semangatt sekolah offline nyaa. jangan deg deg an yaaa",1
yourraae,@kimatchaju iya kan gw sekolah offline,1
miniecaa,"pagiiii, hari ini aku sekolah offline hari pertama. deg²an banget plisss 😭",-1
grraceelliEe,Aw sy sekolah offline 😍,-1
dxqacha,"Pagi moots! Yg sekolah offline semangat, yg daring jangan tidur",1
ViolaNuraini,"@Fenly_un1ty Morining kak fen❤ , ini lagi siap2 mau sekolah offline",1
rikimiato,"pagiii, buat yang sekolah offline semangat ya♡",1
rdnysmn24,"@queennKrii sekolah offline kak pulang jam 12, di lanjut les jam 3 wahwah😗",-1
nuna_seok,@snikthbinn Semangat sekolah offline🙆🏻‍♀️,1
Owelwel_,First time sekolah offline jujur ga asik gada kakel,-1
haexxlye,sekolah online pengennya offline pas udah dikasih offline malah males malesan dasar aku,-1
Bilssomnim61,"@convomf Iya, gw tiap minggu les sma sekolah offline jadi harus isi",0
taehyuhngi,@convomf beli soalnya buat sekolah offline,1
rosecatyxx,Aku sekolah offline hari inii,1
jjhsbaby,Sekolah offline kapan dibatalin dah gue capek bgt anjir offline cm buat ngabisin bensin dan kuota,-1
https4u_,"morning moots, btw yg hari ini sekolah offline/online semangat ya!",0
sanchbang97,"struggle pertama waktu itu kirain online ternyata offline, dah enak2 bangun jam 6 lebih taunya harus berangkat sekolah wkwk skrg malah kebalikannya.. kenapa seimbang gitu yaa :"") https://t.co/RuluFpsSE4",0
hjscbg,@convomf kalo lg sekolah offline aja,0
deraiark,"Good morning~!✨
Sekolah dah mulai kelas offline..
1 tahun lebih sama sekali belum kenalan ma yang lain di kelas.

PAIN",1
vzook,pada sekolah offline ga nich?,0
ddoremiiii,@bertanyarl sekolah offline😮‍💨,1
hanibanisweeti,PENGEN SEKOLAH OFFLINE 😭😭😭,1
ceIlebrity,"@hygge_ym u too, sekolah offline pts nih w",1
rarazehs,Akhirnya saya sekolah offline lagi😃,1
seishubby,sekolah offline 😥😥,1
srytlvv,ih temen temenku di sekolah lain udah pada offline hari ini keren,1
shibaoyuzuha,pada sekolah offline gasih?,0
cutylolyy,"Adik aku jiwa malesnya luar biasa, dia gamau sekolah offline hiks kalo tetep dipaksa pasti ngelawan ampe main fisik😭",-1
Shicandylight_,Pada sekolah offline ya?,0
indahhppp,Masih males malesan kalo mau sekolah offline☹️,-1
haechanjktim,pagi guys aku sekolah offline,1
annaalee__,"good morning moots, hari ini aku sekolah offline. hdue padahal lagi pusing gegara bawaan dari flu btw jangan lupa mam ya😘",-1
YEONBlNE,y allah lupa aku jam 7 offline meh whatever sekolah ku deket sama rumah ok aku mandi dulu,0
botakgabut,"Met gw Sekarang sekolah offline, doain y semoga gurunya gak nagih tugas https://t.co/15UGgrvUaE",-1
dilucside,"wish me luck skrang sekolah offline, gue ga kenal siapa siapa 😔",-1
mkkayp,oh wow adek gue (sma di jaksel) udah mulai sekolah offline…,1
etdyaopey_,@laraseyaaa huaa semoga bisa cepet sekolah offline,1
serenteres,Syukur blm sekolah offline,-1
erigomow,schdkfks hari ini sekolah offline https://t.co/GLRSvhy5hp,1
schfess,"sch! kangen sekolah offline tanpa sesi sesi an ga si? :(

✄・・・
🧐 Trivia: Rumus harga keseimbangan pasar adalah Qd=Qs",1
schfess,"sch! gais pas dulu masih sekolah offline kalian paling sering kehilangan barang apa?? sharing dongs

✄・・・
🧐 Trivia: Stratifikasi terbagi menjadi stratifikasi terbuka, tertutup, dan campuran.",0
etdyaopey_,kalian sekolah offline gak??,0
rapIoey,anjir dah masuk minggu sekolah offline,-1
kiemcheahyun,adekku sekolah offline owowoow aku juga takut sekolah offline masalahnya hp ku belum selesai!!!,-1
AlisaAnggraeny2,"@Fenly_un1ty Morning ko, siap dong ko kan hari ini sekolah offline",1
snikthbinn,"hari ini sekolah offline

and do you know pren,¿¿

GUE LUPA CARA MAKE DASI UEUEUE 😭😭😭😭😭 https://t.co/CctvZAtYUw",-1
thesweetpota,"SALAMAT PAGI,SEMANGAT BAGI YANG SEKOLAH OFFLINE,YANG KAGA YAUDAH SEMANGAT JUGA🥰",1
vangeancewll,Hari ini masuk sekolah offline lagi hiksssrothh malas,-1
hhrwwa,Mager banget sekolah offline,-1
dinoocityx,@TXTdariHunter sekolah offline / online?,0
daisybubuu,yg sekolah offline jgn lupaa sarapan ya!!,1
daisybubuu,sekolah offline/online?,0
yutqdepok,ow yey aku sekolah offline,1
KinderJ35913943,"Sekarang sekolah offline , yey 😒",1
ourjcno,sumpah gue makin sini makin males sekolah offline😭😭,-1
seokjin_cityx,"Sekolah, offline 😔 https://t.co/ahcjEq6eWO",1
byunyocung28,Ngantuk tapi ada sekolah offline,-1
ttubinieluv,Sekolah offline 😃😃😃,1
Wakwukkk,Hari pertama sekolah offline adik adik,1
ekimia,"gue mau sekolah offline, taejin live dulu donk biar smangat",1
ENKAZUHA,"pagii, selamat sekarang gue otw sekolah offline hufttt",-1
Ievhaibaa,"ah shitt nyesel banget dulu pengen sekolah offline, enakan sekolah online",-1
qummyxby,Aduhh hari ini saya sekolah offline,-1
iiiwufffyouuuuu,Bye bestie nanti sekolah offline🙏🏻,1
honeybiniejinie,"@snikthbinn Tidakk, sekolah offline nanti pagii",-1
schfess,"sch! kalian kalo sekolah offline masa sekarang itu jadwal pelajarannya ganti² ga?, kalo ganti² biasanya diumumin jadwal barunya h- berapa hari/jam?",0
realtsaritsa,"ugh udah lama ga keluar rumah jadi terbiasa ga berinteraksi sama org lain selain keluarga dirumah.
semoga sekolah offline ga buruk :( tp takut bgt plis",-1
rriinnxc,belum tidurrr perkara nanti gue sekolah offline jadi tugas ekonomi harus tuntassss emng syalann battttt https://t.co/JU03MlT6zt,-1
chyunshiho,@moonareas Nanti sekolah online apa offline?,0
Sseungranger,@blossomlng_00 Enak yah sekolah uda offline .. ini aku aja meeting masih onlen😔😔,1
jeongrenn,"Ini gw bisa selesai sampe jam berapa deh, MANA PAGINYA GW SEKOLAH OFFLINE",-1
jihoonjajan,SEKOLAH OFFLINE SOALNYA,1
O4hee,@enha1luvs tak tahu ada class ke tak sebab kan i dah sekolah offline but i group a so this week study sendiri je kot 😭,-1
akusaski_,besok udah mulai sekolah offline dan pasti ini gue ga berhenti salting because crush gue satu kelas gatau besok kalo ajak dia ngobrol harus ngomong apa hahaha,1
bitterpai,PAS MAU SEKOLAH OFFLINE KOK MALAH GABISA TIDUR?!?!?!?!,0
apricitaejay,bsk sekolah offline tp gabiss tidur sekarang,0
pichypurf,gabisa tidur gw oh baru inget tadi gw hbs minum kopi. mana besok sekolah offline kesiangan kn gk lucu😔,-1
JAEMIXNN,"dikit, tapi kalo sekolah offline jam tidur ku langsung rapi banget https://t.co/UDSrxHdIXk",1
doyoungta,Besok masuk sekolah offline moga entar pulang sekolah pas buka Twitter langsung dapet congrats Aminin dulu aja dah,1
Panggilvee,"Hai kamu penghabis gratis sms waktu lalu :)
Apa kabar? udah lama ga jumpa ya 
Gaada maksut apapun cuma heran aja dulu kita ngobrolin apa aja si sampai gratisan 5000 sms gacukup sehari
gratisan nelpon 2jam aja kurang
Kok bisa gitu loh, padahal dulu masih sama” sekolah offline",0
marklcity_,baru lihat jadwal sekolah offline hari senin pulang jam 1 siang aaaaa😭😭😭👊🏻,-1
Jibeomr,sekolah offline tuh butuh apa ya..,0
Ieegahyeone,kalo lagi ga males + ga sekolah offline sih iya https://t.co/XnwSfRdFOB,-1
mengsambatmu,@schfess aku dah jarang pake gc udah offline jd ya kumpul sekolah semua,1
nsabbine,bsk sekolah offline tapi seragam w masih di ember alias yaa masih di air rendeman 🤨,0
nonoprivcy,@schfess aku udh ga pake google classroom lagi nder alias udh sekolah full offline 🙃,1
kakcilok,ngopo kudu h-1 sekolah offline,0
rizalogy_,"Ga kebayang kalo sekolah offline, gimana nasib fans MU di sekolah mana besok senin",-1
itsjonegf,"@sjaeyunwolf masalah nya besok aku sekolah offline jadi di kumpulin, ga keburu kalo pagi ngerjain nya",-1
ilovmix,"klo abis ini sekolah offline trs gimana ya, tbh gue blm bnrn siap. pake sesi” an aja gue nyiapin mentalnya seminggu",-1
jaysayangku,bsk gue sekolah offline mlsss,-1
zaseola,Besok gue sekolah offline :)) mager bnget :)),-1
mccndanse,OMGG besok sekolah offline,-1
Faaizzs,"Mending tidur dah, besok pagi sekolah.. mana udah offline daripada ngantuk ngantuk di kelas.",-1
hunderwerr,Sekolah offline padahal belum pada vaksin here we go 😗 https://t.co/ulIVTSh86G,-1
muhammdfaiq,"ra bayangke aku dadi rafi rabbani,sesok pertama sekolah offline andang wes di ece konco2ne",1
lvuckycityx,aku akan tidur 😇 karena besok sekolah offline 🤢🤢🤢🤢🤢,1
Juymilee,BARU SADAR BESOK GUE SEKOLAH OFFLINE AAAA😭😭,-1
bertanyarl,"tanyarl siapa yg besok sekolah offline??????
huhu harus mandi pagi mana sender bsk ada apalan kimia :(",-1
onyourmaraa,besok gue sekolah offline 😱😱😱,1
jjkjmna,sumpah ya sekolah offline bikin stress,-1
jaejensha,"FISIKA FAK BGT LAHH, NGGA NGERTI APA APA, GURUNYA MASUK SEMINGGU SEKALI NGEJELASINNYA NGGA DETAIL, EH DIKASIH ULANGAN TERUS NJIRR MANA SEKOLAH OFFLINE KIT HEART AKUU UDA DUA KALI DAPET NILAI RENDAH",-1
iflychan,eh laaahh males bgt sekolah offline padahal biasanya gw semangat,-1
lovkaibear,ohiya bsk pd sekolah offline ya.... pantes teel sepi bngt,1
ddoyjsuh,Ini kapan aku sekolah offline nya ???,1
onlyforjasuke,"jam segini aku lagi degdegan mau ngehadapin senin besok, padahal kalo dipikir pikir sekolah online lebih santai, mandi gak mandi gak kelihatan, sarapan tinggal ke dapur bawa ke kamar, jamnya juga dipotong setengah. kok dulu pas jaman offline aku biasa aja ya...",-1
kaedeharaaz,guru ak gjls bru ngasi jadwal jam segini buat besok sekolah offline 🙄🙄,-1
convomf,"💭 umm guys, besok hari pertamaku sekolah offline sebagai murid baru. can u guys cheer me up? tiba-tiba aku takut banget ga punya temen... ☹",-1
